,PART I,,,,,,,,,,PART II,,,,,,,,,,,
ea501f89-9960-4225-9864-c148acf9dd7d,ABF,E7,M,Aviation Fuels Shore Base Operations Technician,MGMT,NAVEDTRA 43288-C (Aviation Fuel Operations Ashore) (308 - Fuels Management Officer),9/1/2004,300 Series PQS Watch Station,Respond to personnel mishap/fuel saturation Alarms/Limitations/Emergencies for Fuels Management Officer,Rating Specific Task,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,Could not verify if taught
3773f48c-487c-415d-b9b5-df86e05157ee,ABF,E7,M,Aviation Fuels Shore Base Operations Technician,MGMT,NAVEDTRA 43288-C (Aviation Fuel Operations Ashore) (308 - Fuels Management Officer),9/1/2004,300 Series PQS Watch Station,Prepare operations orders,Rating Specific Task,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,Could not verify if taught
a95629ce-6aac-4dc3-a4a4-3bd09532c5ab,ABF,E7,M,Aviation Fuels Shore Base Operations Technician,MGMT,NAVEDTRA 43288-C (Aviation Fuel Operations Ashore) (308 - Fuels Management Officer),9/1/2004,300 Series PQS Watch Station,Respond to reduced facility capability Alarms/Limitations/Emergencies for Fuels Management Officer,Rating Specific Task,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,Could not verify if taught
c07253c6-671c-4a89-bcc9-5d9f1b28a13a,ABF,E7,M,Aviation Fuels Shore Base Operations Technician,MGMT,NAVEDTRA 43288-C (Aviation Fuel Operations Ashore) (308 - Fuels Management Officer),9/1/2004,300 Series PQS Watch Station,Respond to sabotage/unauthorized personnel Alarms/Limitations/Emergencies for Fuels Management Officer,Rating Specific Task,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,Could not verify if taught
710cf68c-4d7f-4b41-955f-9806b3409683,ABF,E7,M,Aviation Fuels Shore Base Operations Technician,MGMT,NAVEDTRA 43288-C (Aviation Fuel Operations Ashore) (308 - Fuels Management Officer),9/1/2004,300 Series PQS Watch Station,Supervise quality surveillance program,Rating Specific Task,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,Could not verify if taught
b4702bb2-9fca-4a82-bd07-d20ff03072bb,ABF,E7,M,Aviation Fuels Shore Base Operations Technician,MGMT,NAVEDTRA 43288-C (Aviation Fuel Operations Ashore) (308 - Fuels Management Officer),9/1/2004,300 Series PQS Watch Station,Validate equipment inventory,Rating Specific Task,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,Could not verify if taught
f8428572-c66e-4eed-b389-99a2c75b2ea3,ABF,E7,M,Aviation Fuels Shore Base Operations Technician,MGMT,NAVEDTRA 43288-C (Aviation Fuel Operations Ashore) (308 - Fuels Management Officer),9/1/2004,300 Series PQS Watch Station,Verify log and record accuracy,Rating Specific Task,No,C-821-2014,Aviation Fuels Maintenance Technician Course,C-School,CNATT,TCCD,"Identify fuels division logs, records, and reports","Knowledge/Performance Test, Oral Board/Test",,,,N/A
77dfdda8-fe54-402f-8bb4-81780ab3b20b,ABF,E1,A,Aviation Fuels Flight Deck Operations Technician,Deck Operations,NAVEDTRA 43426-4E (Air Department Aviation Fuels Afloat) (301 Sounder),10/1/2009,300 Series PQS Watch Station,Ensure safety wire is attached to sounding bob,Rating Specific Task,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,Could not verify if taught
43c187a5-6185-4306-a613-28a91f823841,ABF,E1,A,Aviation Fuels Flight Deck Operations Technician,Deck Operations,NAVEDTRA 43426-4E (Air Department Aviation Fuels Afloat) (301 Sounder),10/1/2009,300 Series PQS Watch Station,Establish communications on 4JG/IVCS,Rating Specific Task,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,Could not verify if taught
0acbebfa-555e-47f7-b511-9515e0893d6d,ABF,E1,A,Aviation Fuels Flight Deck Operations Technician,Deck Operations,NAVEDTRA 43426-4E (Air Department Aviation Fuels Afloat) (301 Sounder),10/1/2009,300 Series PQS Watch Station,Respond to excessive air flow in and out of the sounding tube during sounding for Alarms/Limitations/Emergencies,Rating Specific Task,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,Could not verify if taught
4e6e9195-e77d-4ef5-aa0a-586774f54074,ABF,E1,A,Aviation Fuels Flight Deck Operations Technician,Deck Operations,NAVEDTRA 43426-4E (Air Department Aviation Fuels Afloat) (301 Sounder),10/1/2009,300 Series PQS Watch Station,Respond to fire in space while sounding a JP-5 tank Alarms/Limitations/Emergencies,Rating Specific Task,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,Could not verify if taught
b0ee9011-ad7e-4fd3-ad87-286d025c7cd7,ABF,E1,A,Aviation Fuels Flight Deck Operations Technician,Deck Operations,NAVEDTRA 43426-4E (Air Department Aviation Fuels Afloat) (301 Sounder),10/1/2009,300 Series PQS Watch Station,Respond to flooding in space while sounding a JP-5 tank Alarms/Limitations/Emergencies,Rating Specific Task,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,Could not verify if taught
b03a1561-cebb-4c17-a093-b18f5cdc8b92,ABF,E7,M,Aviation Fuels Flight Deck Operations Technician,Deck Operations,NAVEDTRA 43426-4E (Air Department Aviation Fuels Afloat) (301 Sounder),10/1/2009,300 Series PQS Watch Station,Inspect tank sounding equipment,Rating Specific Task,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,Could not verify if taught
6b8e35f9-8846-41ed-b1e5-0624b5926928,ABF,E1,A,Aviation Fuels Flight Deck Operations Technician,Deck Operations,NAVEDTRA 43426-4E (Air Department Aviation Fuels Afloat) (301 Sounder),10/1/2009,300 Series PQS Watch Station,Identify JP-5 tank sounding cap missing procedures,Rating Specific Task,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,Could not verify if taught
47610af9-e4e7-4f45-b146-b74545bfec69,ABF,E1,A,Aviation Fuels Flight Deck Operations Technician,Deck Operations,NAVEDTRA 43426-4E (Air Department Aviation Fuels Afloat) (301 Sounder),10/1/2009,300 Series PQS Watch Station,Locate/inspect all JP-5 tank sounding tubes/caps/radar units,Rating Specific Task,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,Could not verify if taught
054842e4-320f-4ff3-bf41-61ee282c277a,ABF,E1,A,Aviation Fuels Flight Deck Operations Technician,Deck Operations,NAVEDTRA 43426-4E (Air Department Aviation Fuels Afloat) (301 Sounder),10/1/2009,300 Series PQS Watch Station,Respond to loss of communications Alarms/Limitations/Emergencies,Rating Specific Task,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,Could not verify if taught
08511bb1-d142-440c-89ac-9b43c1e82341,ABF,E1,A,Aviation Fuels Flight Deck Operations Technician,Deck Operations,NAVEDTRA 43426-4E (Air Department Aviation Fuels Afloat) (301 Sounder),10/1/2009,300 Series PQS Watch Station,Obtain composite sample from JP-5 tank,Rating Specific Task,No,C-821-2014,Aviation Fuels Maintenance Technician Course,C-School,CNATT,TCCD,Given a knowledge test identify sampling procedures,"Knowledge/Performance Test, Oral Board/Test",,,,N/A
0fd773b9-c9f5-41ba-bbd3-265647588a68,ABF,E1,A,Aviation Fuels Flight Deck Operations Technician,Deck Operations,NAVEDTRA 43426-4E (Air Department Aviation Fuels Afloat) (301 Sounder),10/1/2009,300 Series PQS Watch Station,Obtain thief sample from JP-5 tank,Rating Specific Task,No,C-821-2014,Aviation Fuels Maintenance Technician Course,C-School,CNATT,TCCD,Given a knowledge test identify sampling procedures,"Knowledge/Performance Test, Oral Board/Test",,,,N/A
ed4f7477-6a8d-46f3-a36c-704d02e7d74f,ABF,E1,A,Aviation Fuels Flight Deck Operations Technician,Deck Operations,NAVEDTRA 43426-4E (Air Department Aviation Fuels Afloat) (301 Sounder),10/1/2009,300 Series PQS Watch Station,Report abnormal conditions of radar unit,Rating Specific Task,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,Could not verify if taught
48880a25-8b20-4132-b7cb-6f871d0a947a,ABF,E1,A,Aviation Fuels Flight Deck Operations Technician,Deck Operations,NAVEDTRA 43426-4E (Air Department Aviation Fuels Afloat) (301 Sounder),10/1/2009,300 Series PQS Watch Station,Sound JP-5 tanks during filling/UNREP,Rating Specific Task,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,Could not verify if taught
ec773268-2a6d-40ed-9a5c-3965dec60c5a,ABF,E1,A,Aviation Fuels Flight Deck Operations Technician,Deck Operations,NAVEDTRA 43426-4E (Air Department Aviation Fuels Afloat) (301 Sounder),10/1/2009,300 Series PQS Watch Station,Sound JP-5 tanks for water,Rating Specific Task,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,Could not verify if taught
d62f0ea4-2190-439a-a143-461ef8d33adf,ABF,E1,A,Aviation Fuels Flight Deck Operations Technician,Deck Operations,NAVEDTRA 43426-4E (Air Department Aviation Fuels Afloat) (301 Sounder),10/1/2009,300 Series PQS Watch Station,Sound JP-5 tanks under static conditions,Rating Specific Task,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,Could not verify if taught
3e97e8f1-b594-4768-84a2-cdf2819b4553,ABF,E1,A,Aviation Fuels Flight Deck Operations Technician,Deck Operations,NAVEDTRA 43426-4E (Air Department Aviation Fuels Afloat) (301 Sounder),10/1/2009,300 Series PQS Watch Station,Respond to sounding tape breaks during the filling of JP-5 tanks Alarms/Limitations/Emergencies,Rating Specific Task,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,Could not verify if taught
89fa955f-fb9d-4939-a082-ef582f681c48,ABF,E1,A,Aviation Fuels Flight Deck Operations Technician,Deck Operations,NAVEDTRA 43426-4E (Air Department Aviation Fuels Afloat) (301 Sounder),10/1/2009,300 Series PQS Watch Station,Identify procedures when sounding tape breaks while sounding,Rating Specific Task,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,Could not verify if taught
962421e6-45d4-440b-91e0-17cc39f8e24f,ABF,E1,A,Aviation Fuels Flight Deck Operations Technician,Deck Operations,NAVEDTRA 43426-4E (Air Department Aviation Fuels Afloat) (301 Sounder),10/1/2009,300 Series PQS Watch Station,Identify procedures when sounding tape stuck in JP-5 tank sounding tube,Rating Specific Task,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,Could not verify if taught
d27133e6-5c6b-468a-afa8-697ab8ce2bdc,ABF,E1,A,Aviation Fuels Flight Deck Operations Technician,Deck Operations,NAVEDTRA 43426-4E (Air Department Aviation Fuels Afloat) (302 Fuels Security),10/1/2009,300 Series PQS Watch Station,Identify procedures when an excessive amount of liquid is in bilge/drain tank,Rating Specific Task,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,Could not verify if taught
4e3ad33e-c600-4aee-a8b2-e40f5ac865c4,ABF,E1,A,Aviation Fuels Flight Deck Operations Technician,Deck Operations,NAVEDTRA 43426-4E (Air Department Aviation Fuels Afloat) (302 Fuels Security),10/1/2009,300 Series PQS Watch Station,Respond to fire hazards Alarms/Limitations/Emergencies,Rating Specific Task,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,Could not verify if taught
b54e31c1-9e16-49f3-be21-c292e62bc3ef,ABF,E1,A,Aviation Fuels Flight Deck Operations Technician,Deck Operations,NAVEDTRA 43426-4E (Air Department Aviation Fuels Afloat) (302 Fuels Security),10/1/2009,300 Series PQS Watch Station,Respond to fire in fuels space Alarms/Limitations/Emergencies,Rating Specific Task,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,Could not verify if taught
4be8f1da-438a-491b-89b2-ccd6da8b6334,ABF,E1,A,Aviation Fuels Flight Deck Operations Technician,Deck Operations,NAVEDTRA 43426-4E (Air Department Aviation Fuels Afloat) (302 Fuels Security),10/1/2009,300 Series PQS Watch Station,Respond to flooding Alarms/Limitations/Emergencies,Rating Specific Task,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,Could not verify if taught
12a5c6d4-f28b-48c1-b893-6f6daec70f21,ABF,E1,A,Aviation Fuels Flight Deck Operations Technician,Deck Operations,NAVEDTRA 43426-4E (Air Department Aviation Fuels Afloat) (302 Fuels Security),10/1/2009,300 Series PQS Watch Station,Inspect all fueling stations/sponsons/jet test station,Rating Specific Task,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,Could not verify if taught
52b55de1-1778-4133-a09e-6935a45a63a1,ABF,E1,A,Aviation Fuels Flight Deck Operations Technician,Deck Operations,NAVEDTRA 43426-4E (Air Department Aviation Fuels Afloat) (302 Fuels Security),10/1/2009,300 Series PQS Watch Station,Inspect below deck fuel spaces,Rating Specific Task,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,Could not verify if taught
e4191045-c895-4ca7-81c2-dc373228d634,ABF,E1,A,Aviation Fuels Flight Deck Operations Technician,Deck Operations,NAVEDTRA 43426-4E (Air Department Aviation Fuels Afloat) (302 Fuels Security),10/1/2009,300 Series PQS Watch Station,Inspect MOGAS pump rooms/sponson,Rating Specific Task,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,Could not verify if taught
7c860e16-8d4b-40ec-91e8-c96dc446c834,ABF,E1,A,Aviation Fuels Flight Deck Operations Technician,Deck Operations,NAVEDTRA 43426-4E (Air Department Aviation Fuels Afloat) (302 Fuels Security),10/1/2009,300 Series PQS Watch Station,Identify procedures when leaks are found in the fuel system,Rating Specific Task,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,Could not verify if taught
1b2f156f-e3b5-4361-a029-c27e0f41eeb5,ABF,E1,A,Aviation Fuels Flight Deck Operations Technician,Deck Operations,NAVEDTRA 43426-4E (Air Department Aviation Fuels Afloat) (302 Fuels Security),10/1/2009,300 Series PQS Watch Station,Locate all ventilation switches,Rating Specific Task,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,Could not verify if taught
79de1fbb-d13a-4a12-90ec-f8d5c8086262,ABF,E1,A,Aviation Fuels Flight Deck Operations Technician,Deck Operations,NAVEDTRA 43426-4E (Air Department Aviation Fuels Afloat) (302 Fuels Security),10/1/2009,300 Series PQS Watch Station,Locate firefighting equipment,Rating Specific Task,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,Could not verify if taught
b73fc007-e87c-46c1-83af-c158a4be1c11,ABF,E1,A,Aviation Fuels Flight Deck Operations Technician,Deck Operations,NAVEDTRA 43426-4E (Air Department Aviation Fuels Afloat) (302 Fuels Security),10/1/2009,300 Series PQS Watch Station,Locate power panels for all related equipment,Rating Specific Task,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,Could not verify if taught
ef9f4ac4-a973-471c-860e-c1b07d090d63,ABF,E1,A,Aviation Fuels Flight Deck Operations Technician,Deck Operations,NAVEDTRA 43426-4E (Air Department Aviation Fuels Afloat) (302 Fuels Security),10/1/2009,300 Series PQS Watch Station,Respond to loss of ventilation/lighting,Rating Specific Task,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,Could not verify if taught
e9fd9568-7f89-4037-b527-51c7cb1ca8a7,ABF,E1,A,Aviation Fuels Flight Deck Operations Technician,Deck Operations,NAVEDTRA 43426-4E (Air Department Aviation Fuels Afloat) (302 Fuels Security),10/1/2009,300 Series PQS Watch Station,Make log entries,Rating Specific Task,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,Could not verify if taught
c638c543-a4a5-47f9-b816-990248077082,ABF,E1,A,Aviation Fuels Flight Deck Operations Technician,Deck Operations,NAVEDTRA 43426-4E (Air Department Aviation Fuels Afloat) (302 Fuels Security),10/1/2009,300 Series PQS Watch Station,Make reports to POOW/IWO/OOD,Rating Specific Task,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,Could not verify if taught
39041d3f-e68f-4f7f-a0ce-139fffd2d37f,ABF,E1,A,Aviation Fuels Flight Deck Operations Technician,Deck Operations,NAVEDTRA 43426-4E (Air Department Aviation Fuels Afloat) (302 Fuels Security),10/1/2009,300 Series PQS Watch Station,Monitor bilge liquid levels,Rating Specific Task,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,Could not verify if taught
8cfa148b-3321-4205-9cc2-bc97a2bb6265,ABF,E1,A,Aviation Fuels Flight Deck Operations Technician,Deck Operations,NAVEDTRA 43426-4E (Air Department Aviation Fuels Afloat) (302 Fuels Security),10/1/2009,300 Series PQS Watch Station,Monitor level of pump room drain tank,Rating Specific Task,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,Could not verify if taught
2579fd01-ef1c-4c58-98d9-eea4be018f30,ABF,E1,A,Aviation Fuels Flight Deck Operations Technician,Deck Operations,NAVEDTRA 43426-4E (Air Department Aviation Fuels Afloat) (302 Fuels Security),10/1/2009,300 Series PQS Watch Station,Respond to personnel injury Alarms/Limitations/Emergencies,Rating Specific Task,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,Could not verify if taught
6d1cf7bb-519d-47c0-ae17-68044d27a5c6,ABF,E1,A,Aviation Fuels Flight Deck Operations Technician,Deck Operations,NAVEDTRA 43426-4E (Air Department Aviation Fuels Afloat) (302 Fuels Security),10/1/2009,300 Series PQS Watch Station,Inspect for security of valves,Rating Specific Task,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,Could not verify if taught
577a06a4-436f-4e3a-8d2f-eeebc3a214e4,ABF,E1,A,Aviation Fuels Flight Deck Operations Technician,Deck Operations,NAVEDTRA 43426-4E (Air Department Aviation Fuels Afloat) (302 Fuels Security),10/1/2009,300 Series PQS Watch Station,Identify procedures for unattended operating equipment,Rating Specific Task,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,Could not verify if taught
62107205-dd7b-4a88-9719-c8c733c41b37,ABF,E1,A,Aviation Fuels Flight Deck Operations Technician,Deck Operations,NAVEDTRA 43426-4E (Air Department Aviation Fuels Afloat) (302 Fuels Security),10/1/2009,300 Series PQS Watch Station,Identify procedures for unauthorized personnel,Rating Specific Task,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,Could not verify if taught
ff32dbd2-5031-466a-b8af-ccad7e478aab,ABF,E1,A,Aviation Fuels Flight Deck Operations Technician,Deck Operations,NAVEDTRA 43426-4E (Air Department Aviation Fuels Afloat) (303 Refueling Crewman),10/1/2009,300 Series PQS Watch Station,Respond to aircraft fuel cell rupture Alarms/Limitations/Emergencies,Rating Specific Task,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,Could not verify if taught
7d7ebc8d-eda5-4612-bc84-9fe8b6d118e1,ABF,E1,A,Aviation Fuels Flight Deck Operations Technician,Deck Operations,NAVEDTRA 43426-4E (Air Department Aviation Fuels Afloat) (303 Refueling Crewman),10/1/2009,300 Series PQS Watch Station,Conduct overwing refueling,Rating Specific Task,No,C‑821‑2012,Shipboard Aviation Fuels Refresher ,F-School,CNATT,TCCD,Explain the procedures for refueling/defueling an aircraft,"Knowledge/Performance Test, Oral Board/Test",,,,N/A
8d1e8f7a-9c89-4631-9102-7e0170da856f,ABF,E1,A,Aviation Fuels Flight Deck Operations Technician,Deck Operations,NAVEDTRA 43426-4E (Air Department Aviation Fuels Afloat) (303 Refueling Crewman),10/1/2009,300 Series PQS Watch Station,Respond to contaminated fuel in aircraft Indications/Causes/Limitations/Emergencies,Rating Specific Task,No,C-821-2014,Aviation Fuels Maintenance Technician Course,C-School,CNATT,TCCD,Given a knowledge test identify combined contaminated fuel detector (CCFD) components,"Knowledge/Performance Test, Oral Board/Test",,,,N/A
e5227439-32d2-441e-8b63-682646bed83f,ABF,E1,A,Aviation Fuels Flight Deck Operations Technician,Deck Operations,NAVEDTRA 43426-4E (Air Department Aviation Fuels Afloat) (303 Refueling Crewman),10/1/2009,300 Series PQS Watch Station,Defuel aircraft utilizing fuel station,Rating Specific Task,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,Could not verify if taught
3de8c54f-34a5-4fb3-a5be-a8b4a88d1974,ABF,E1,A,Aviation Fuels Flight Deck Operations Technician,Deck Operations,NAVEDTRA 43426-4E (Air Department Aviation Fuels Afloat) (303 Refueling Crewman),10/1/2009,300 Series PQS Watch Station,Respond to excessive delivery pressure Indications/Causes/Limitations/Emergencies,Rating Specific Task,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,Could not verify if taught
6e8dd4ac-e008-48e3-bd60-a5a949cf47e1,ABF,E1,A,Aviation Fuels Flight Deck Operations Technician,Deck Operations,NAVEDTRA 43426-4E (Air Department Aviation Fuels Afloat) (303 Refueling Crewman),10/1/2009,300 Series PQS Watch Station,Respond to faulty hose couplings Indications/Causes/Limitations/Emergencies,Rating Specific Task,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,Could not verify if taught
01731d15-929f-4bd3-adb4-1cdf246bb842,ABF,E1,A,Aviation Fuels Flight Deck Operations Technician,Deck Operations,NAVEDTRA 43426-4E (Air Department Aviation Fuels Afloat) (303 Refueling Crewman),10/1/2009,300 Series PQS Watch Station,Respond to fire or crash Alarms/Limitations/Emergencies,Rating Specific Task,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,Could not verify if taught
c73360bb-bca0-4859-9d34-9b61bdb43992,ABF,E1,A,Aviation Fuels Flight Deck Operations Technician,Deck Operations,NAVEDTRA 43426-4E (Air Department Aviation Fuels Afloat) (303 Refueling Crewman),10/1/2009,300 Series PQS Watch Station,Flush fueling station and obtain samples,Rating Specific Task,No,C-821-2014,Aviation Fuels Maintenance Technician Course,C-School,CNATT,TCCD,Given a knowledge test identify sampling procedures,"Knowledge/Performance Test, Oral Board/Test",,,,N/A
e654af61-6bdf-4f7d-9cc0-cbb6dcea4d15,ABF,E1,A,Aviation Fuels Flight Deck Operations Technician,Deck Operations,NAVEDTRA 43426-4E (Air Department Aviation Fuels Afloat) (303 Refueling Crewman),10/1/2009,300 Series PQS Watch Station,Fuel/defuel aircraft utilizing portable equipment,Rating Specific Task,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,Could not verify if taught
1d627334-8b6f-4df1-b07f-2b4b48991698,ABF,E1,A,Aviation Fuels Flight Deck Operations Technician,Deck Operations,NAVEDTRA 43426-4E (Air Department Aviation Fuels Afloat) (303 Refueling Crewman),10/1/2009,300 Series PQS Watch Station,Respond to hose deterioration Indications/Causes/Limitations/Emergencies,Rating Specific Task,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,Could not verify if taught
a6787973-9b88-46e6-9b9b-251393df7bf3,ABF,E1,A,Aviation Fuels Flight Deck Operations Technician,Deck Operations,NAVEDTRA 43426-4E (Air Department Aviation Fuels Afloat) (303 Refueling Crewman),10/1/2009,300 Series PQS Watch Station,Identify procedures for hot refueling of fixed wing aircraft,Rating Specific Task,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,Could not verify if taught
617a0285-b622-4e54-877b-5ba7771856c2,ABF,E1,A,Aviation Fuels Flight Deck Operations Technician,Deck Operations,NAVEDTRA 43426-4E (Air Department Aviation Fuels Afloat) (303 Refueling Crewman),10/1/2009,300 Series PQS Watch Station,Identify procedures for hot refuel of rotary wing aircraft,Rating Specific Task,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,Could not verify if taught
d5ff35e7-a135-42b7-b99f-b437e0b3c49b,ABF,E1,A,Aviation Fuels Flight Deck Operations Technician,Deck Operations,NAVEDTRA 43426-4E (Air Department Aviation Fuels Afloat) (303 Refueling Crewman),10/1/2009,300 Series PQS Watch Station,Respond to inadequate grounding Indications/Causes/Limitations/Emergencies,Rating Specific Task,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,Could not verify if taught
819431f8-5f88-4c7b-bff4-5b0430f97369,ABF,E1,A,Aviation Fuels Flight Deck Operations Technician,Deck Operations,NAVEDTRA 43426-4E (Air Department Aviation Fuels Afloat) (303 Refueling Crewman),10/1/2009,300 Series PQS Watch Station,Locate and identify all distribution piping isolation valves,Rating Specific Task,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,Could not verify if taught
f40e9d6b-d159-4892-b540-15c8fb876a55,ABF,E1,A,Aviation Fuels Flight Deck Operations Technician,Deck Operations,NAVEDTRA 43426-4E (Air Department Aviation Fuels Afloat) (303 Refueling Crewman),10/1/2009,300 Series PQS Watch Station,Respond to loss of communications Indications/Causes/Limitations/Emergencies,Rating Specific Task,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,Could not verify if taught
d8a3028b-378d-452e-86e7-5d7c682e9dd0,ABF,E1,A,Aviation Fuels Flight Deck Operations Technician,Deck Operations,NAVEDTRA 43426-4E (Air Department Aviation Fuels Afloat) (303 Refueling Crewman),10/1/2009,300 Series PQS Watch Station,Respond to loss of electrical continuity Indications/Causes/Limitations/Emergencies,Rating Specific Task,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,Could not verify if taught
47e69d53-7658-4b94-8b82-360f5ec86dbc,ABF,E1,A,Aviation Fuels Flight Deck Operations Technician,Deck Operations,NAVEDTRA 43426-4E (Air Department Aviation Fuels Afloat) (303 Refueling Crewman),10/1/2009,300 Series PQS Watch Station,Respond loss of service pressure Indications/Causes/Limitations/Emergencies,Rating Specific Task,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,Could not verify if taught
f797b160-f0db-4af7-908e-282956baef0a,ABF,E1,A,Aviation Fuels Flight Deck Operations Technician,Deck Operations,NAVEDTRA 43426-4E (Air Department Aviation Fuels Afloat) (303 Refueling Crewman),10/1/2009,300 Series PQS Watch Station,Respond to loss of ship’s LP air Indications/Causes/Limitations/Emergencies,Rating Specific Task,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,Could not verify if taught
f42de1d6-2fe6-4570-ad79-947395f5a232,ABF,E1,A,Aviation Fuels Flight Deck Operations Technician,Deck Operations,NAVEDTRA 43426-4E (Air Department Aviation Fuels Afloat) (303 Refueling Crewman),10/1/2009,300 Series PQS Watch Station,Respond to low delivery pressure Indications/Causes/Limitations/Emergencies,Rating Specific Task,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,Could not verify if taught
1afe1078-73df-4d4c-aa4d-ea2b0281f08f,ABF,E1,A,Aviation Fuels Flight Deck Operations Technician,Deck Operations,NAVEDTRA 43426-4E (Air Department Aviation Fuels Afloat) (303 Refueling Crewman),10/1/2009,300 Series PQS Watch Station,Obtain aircraft fuel load,Rating Specific Task,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,Could not verify if taught
af621088-bbc6-4dda-ac0a-e7f6067f094d,ABF,E1,A,Aviation Fuels Flight Deck Operations Technician,Deck Operations,NAVEDTRA 43426-4E (Air Department Aviation Fuels Afloat) (303 Refueling Crewman),10/1/2009,300 Series PQS Watch Station,Respond to overheating pumps Indications/Causes/Limitations/Emergencies,Rating Specific Task,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,Could not verify if taught
0eb0a57c-e224-4b1c-a0b0-8901db5c295a,ABF,E1,A,Aviation Fuels Flight Deck Operations Technician,Deck Operations,NAVEDTRA 43426-4E (Air Department Aviation Fuels Afloat) (303 Refueling Crewman),10/1/2009,300 Series PQS Watch Station,Refuel aircraft,Rating Specific Task,No,K-821-2145,Engineering Bulk Fuel Systems Shore Technician,C-School,CNATT,TCCD,Explain the procedures for refueling/defueling an aircraft,"Knowledge/Performance Test, Oral Board/Test",,,,N/A
