,PART I,,,,,,,,,,PART II,,,,,,,,,,,
a6d543aa-9206-47fd-abf3-aa23b8ea75d0,ALL,E4,A,Repair Party Investigator,Damage Control,"NAVEDTRA 43119-M, Damage Control (DC) (312 - Repair Party Investigator)",3/2/2018,300 Series PQS Watch Station,Respond to loss of electrical power,All Sailor Task (ships),No,J-495-0419,Advanced Shipboard Firefighting,F-School,SWSC,TCCD,Discuss damage control communications,"Knowledge/Performance Test, Oral Board/Test",,,,N/A
ecda36e7-a76c-4479-af9f-34539604b0d4,ALL,E4,A,Scene Leader,Damage Control,"NAVEDTRA 43119-M, Damage Control (DC) (313 - Scene Leader)",3/2/2018,300 Series PQS Watch Station,"Make required reports to the controlling station using standard phraseology and symbology for fire IAW NSTM 079, Vol. 2",All Sailor Task (ships),No,J-495-0419,Advanced Shipboard Firefighting,F-School,SWSC,TCCD,Discuss damage control communications,"Knowledge/Performance Test, Oral Board/Test",,,,N/A
264f6574-c4b1-4c1a-a238-c945cf110726,ALL,E4,A,Scene Leader,Damage Control,"NAVEDTRA 43119-M, Damage Control (DC) (313 - Scene Leader)",3/2/2018,300 Series PQS Watch Station,"Make required reports to the controlling station using standard phraseology and symbology for flood IAW NSTM 079, Vol. 2",All Sailor Task (ships),No,J-495-0419,Advanced Shipboard Firefighting,F-School,SWSC,TCCD,Discuss damage control communications,"Knowledge/Performance Test, Oral Board/Test",,,,N/A
bd360e77-bb3a-4891-ad8f-b646702659c6,ALL,E4,A,Scene Leader,Damage Control,"NAVEDTRA 43119-M, Damage Control (DC) (313 - Scene Leader)",3/2/2018,300 Series PQS Watch Station,"Make required reports to the controlling station using standard phraseology and symbology for structural damage IAW NSTM 079, Vol. 2",All Sailor Task (ships),No,J-495-0419,Advanced Shipboard Firefighting,F-School,SWSC,TCCD,Discuss damage control communications,"Knowledge/Performance Test, Oral Board/Test",,,,N/A
2ea3d392-59a5-4b84-97fa-9c2fd18189ad,ALL,E4,A,Scene Leader,Damage Control,"NAVEDTRA 43119-M, Damage Control (DC) (313 - Scene Leader)",3/2/2018,300 Series PQS Watch Station,"Make required reports to the controlling station using standard phraseology and symbology for toxic gas/lithium ion batteries IAW NSTM 079, Vol. 2",All Sailor Task (ships),No,J-495-0419,Advanced Shipboard Firefighting,F-School,SWSC,TCCD,Discuss damage control communications,"Knowledge/Performance Test, Oral Board/Test",,,,N/A
2f048970-a03b-4239-8c33-fb4a294a77c3,ALL,E4,A,Scene Leader,Damage Control,"NAVEDTRA 43119-M, Damage Control (DC) (313 - Scene Leader)",3/2/2018,300 Series PQS Watch Station,"Make required reports to the controlling station using standard phraseology and symbology for CBR environment IAW NSTM 079, Vol. 2",All Sailor Task (ships),No,J-495-0419,Advanced Shipboard Firefighting,F-School,SWSC,TCCD,Discuss damage control communications,"Knowledge/Performance Test, Oral Board/Test",,,,N/A
2bfb4d26-0b0c-4e13-b978-eef4a4f3f959,ALL,E4,A,Scene Leader,Damage Control,"NAVEDTRA 43119-M, Damage Control (DC) (313 - Scene Leader)",3/2/2018,300 Series PQS Watch Station,"Make required reports to the controlling station using standard phraseology and symbology for HAZMAT spill IAW NSTM 079, Vol. 2",All Sailor Task (ships),No,J-495-0419,Advanced Shipboard Firefighting,F-School,SWSC,TCCD,Discuss damage control communications,"Knowledge/Performance Test, Oral Board/Test",,,,N/A
1a3f15a1-3ac5-4cb2-9298-c2bd4d742aaa,ALL,E4,A,Scene Leader,Damage Control,"NAVEDTRA 43119-M, Damage Control (DC) (313 - Scene Leader)",3/2/2018,300 Series PQS Watch Station,Determine method of fire attack IAW NSTM 555,All Sailor Task (ships),No,J-495-0419,Advanced Shipboard Firefighting,F-School,SWSC,TCCD,Determine fire fighting procedures,"Knowledge/Performance Test, Oral Board/Test",,,,N/A
e5adc186-0c54-4f60-95d3-3340ad560dce,ALL,E4,A,Scene Leader,Damage Control,"NAVEDTRA 43119-M, Damage Control (DC) (313 - Scene Leader)",3/2/2018,300 Series PQS Watch Station,Determine the need for multi-hose attack IAW NSTM 555,All Sailor Task (ships),No,J-495-0419,Advanced Shipboard Firefighting,F-School,SWSC,TCCD,Determine fire fighting procedures,"Knowledge/Performance Test, Oral Board/Test",,,,N/A
99d781d9-7889-4aed-92f4-9c29be7c6cf2,ALL,E4,A,Scene Leader,Damage Control,"NAVEDTRA 43119-M, Damage Control (DC) (313 - Scene Leader)",3/2/2018,300 Series PQS Watch Station,Determine the protective clothing required for Attack Team IAW NSTM 555,All Sailor Task (ships),No,J-495-0419,Advanced Shipboard Firefighting,F-School,SWSC,TCCD,Discuss damage control communications,"Knowledge/Performance Test, Oral Board/Test",,,,N/A
853769d3-b16d-4f14-889d-717b0077dca1,ALL,E4,A,Scene Leader,Damage Control,"NAVEDTRA 43119-M, Damage Control (DC) (313 - Scene Leader)",3/2/2018,300 Series PQS Watch Station,Determine/direct the rotation of personnel IAW NSTM 555,All Sailor Task (ships),No,J-495-0419,Advanced Shipboard Firefighting,F-School,SWSC,TCCD,Determine fire fighting procedures,"Knowledge/Performance Test, Oral Board/Test",,,,N/A
62a078b8-b658-4c55-a74a-5997ace52474,ALL,E4,A,Scene Leader,Damage Control,"NAVEDTRA 43119-M, Damage Control (DC) (313 - Scene Leader)",3/2/2018,300 Series PQS Watch Station,Direct personnel in active desmoking operations IAW NSTM 555,All Sailor Task (ships),No,J-495-0419,Advanced Shipboard Firefighting,F-School,SWSC,TCCD,Demonstrate active and post fire desmoking,"Knowledge/Performance Test, Oral Board/Test",,,,N/A
1a66805f-93c1-4702-8ac9-d310485f102a,ALL,E4,A,Scene Leader,Damage Control,"NAVEDTRA 43119-M, Damage Control (DC) (313 - Scene Leader)",3/2/2018,300 Series PQS Watch Station,Determine method and direct personnel to desmoke IAW NSTM 555,All Sailor Task (ships),No,J-495-0419,Advanced Shipboard Firefighting,F-School,SWSC,TCCD,Demonstrate active and post fire desmoking,"Knowledge/Performance Test, Oral Board/Test",,,,N/A
e1311aea-e330-4686-b94b-f822cda452e8,ALL,E4,A,Scene Leader,Damage Control,"NAVEDTRA 43119-M, Damage Control (DC) (313 - Scene Leader)",3/2/2018,300 Series PQS Watch Station,"Direct atmospheric testing IAW NSTM 074, Vol. 3",All Sailor Task (ships),No,J-495-0419,Advanced Shipboard Firefighting,F-School,SWSC,TCCD,Determine fire fighting procedures,"Knowledge/Performance Test, Oral Board/Test",,,,N/A
890ed90a-f823-450a-80d9-620735d182da,ALL,E4,A,Scene Leader,Damage Control,"NAVEDTRA 43119-M, Damage Control (DC) (313 - Scene Leader)",3/2/2018,300 Series PQS Watch Station,"Determine the method and direct personnel to control flooding IAW NSTM 079, Vol. 2",All Sailor Task (ships),No,V-4N-0001,Advanced Shipboard Fire Fighting Lab,F-School,SWOC,TCCD,Organize damage control repair station manning,"Knowledge/Performance Test, Oral Board/Test",,,,N/A
74604e10-f27d-4a60-84d9-2285914346c4,ALL,E4,A,Scene Leader,Damage Control,"NAVEDTRA 43119-M, Damage Control (DC) (313 - Scene Leader)",3/2/2018,300 Series PQS Watch Station,"Determine the method and direct piping isolation and patching IAW NSTM 079, Vol. 2",All Sailor Task (ships),No,V-4N-0001,Advanced Shipboard Fire Fighting Lab,F-School,SWOC,TCCD,Organize damage control repair station manning,"Knowledge/Performance Test, Oral Board/Test",,,,N/A
0ef39451-2551-4de4-abac-c5d4a52af820,ALL,E4,A,Scene Leader,Damage Control,"NAVEDTRA 43119-M, Damage Control (DC) (313 - Scene Leader)",3/2/2018,300 Series PQS Watch Station,"Determine the method and direct personnel in dewatering IAW NSTM 079, Vol. 2/NSTM 555",All Sailor Task (ships),No,V-4N-0001,Advanced Shipboard Fire Fighting Lab,F-School,SWOC,TCCD,Organize damage control repair station manning,"Knowledge/Performance Test, Oral Board/Test",,,,N/A
24b3225e-91bc-4621-83be-9981df2ad3d9,ALL,E4,A,Scene Leader,Damage Control,"NAVEDTRA 43119-M, Damage Control (DC) (313 - Scene Leader)",3/2/2018,300 Series PQS Watch Station,"Determine the method and direct personnel to repair structural damage IAW NSTM 079, Vol. 2",All Sailor Task (ships),No,V-4N-0001,Advanced Shipboard Fire Fighting Lab,F-School,SWOC,TCCD,Organize damage control repair station manning,"Knowledge/Performance Test, Oral Board/Test",,,,N/A
5740e0fd-35a2-4a11-8c7d-648ea32c5113,ALL,E4,A,Scene Leader,Damage Control,"NAVEDTRA 43119-M, Damage Control (DC) (313 - Scene Leader)",3/2/2018,300 Series PQS Watch Station,"Determine the method and direct rescue personnel IAW NSTM 074, Vol. 3",All Sailor Task (ships),No,J-495-0419,Advanced Shipboard Firefighting,F-School,SWSC,TCCD,"Combat Class Alpha, Bravo, Charlie, and Delta fires while performing as the inport fire/rescue and assistance team","Knowledge/Performance Test, Oral Board/Test",,,,N/A
55777677-4a6b-4762-95db-50ba62dcabec,ALL,E4,A,Scene Leader,Damage Control,"NAVEDTRA 43119-M, Damage Control (DC) (313 - Scene Leader)",3/2/2018,300 Series PQS Watch Station,Determine the method of attack for a special fire IAW NSTM 555,All Sailor Task (ships),No,J-495-0419,Advanced Shipboard Firefighting,F-School,SWSC,TCCD,Implement general quarters fire fighting procedures,"Knowledge/Performance Test, Oral Board/Test",,,,N/A
0fc1665c-d893-4db5-ab2a-dd9edc76ef8d,ALL,E4,A,Scene Leader,Damage Control,"NAVEDTRA 43119-M, Damage Control (DC) (313 - Scene Leader)",3/2/2018,300 Series PQS Watch Station,Direct personnel to control/extinguish a fire involving ordnance IAW NSTM 555,All Sailor Task (ships),No,V-4N-0001,Advanced Shipboard Fire Fighting Lab,F-School,SWOC,TCCD,Organize damage control repair station manning,"Knowledge/Performance Test, Oral Board/Test",,,,N/A
7d066f7b-6add-45db-a3d7-18440252795a,ALL,E4,A,Scene Leader,Damage Control,"NAVEDTRA 43119-M, Damage Control (DC) (313 - Scene Leader)",3/2/2018,300 Series PQS Watch Station,Direct personnel in a vertical trunk entry IAW NSTM 555,All Sailor Task (ships),Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,N/A
773be576-3ec4-45ef-9e0d-f9eca6f0aea6,ALL,E4,A,Scene Leader,Damage Control,"NAVEDTRA 43119-M, Damage Control (DC) (313 - Scene Leader)",3/2/2018,300 Series PQS Watch Station,Direct personnel in rescue and assistance response IAW RPM,All Sailor Task (ships),No,J-495-0419,Advanced Shipboard Firefighting,F-School,SWSC,TCCD,"Combat Class Alpha, Bravo, Charlie, and Delta fires while performing as the inport fire/rescue and assistance team","Knowledge/Performance Test, Oral Board/Test",,,,N/A
09105eda-0b4e-474b-a6d6-de379c17b0e5,ALL,E4,A,Scene Leader,Damage Control,"NAVEDTRA 43119-M, Damage Control (DC) (313 - Scene Leader)",3/2/2018,300 Series PQS Watch Station,Direct personnel in extraction of a casualty utilizing FES IAW NSTM 555,All Sailor Task (ships),No,J-495-0419,Advanced Shipboard Firefighting,F-School,SWSC,TCCD,Demonstrate active and post fire desmoking,"Knowledge/Performance Test, Oral Board/Test",,,,N/A
015c237f-5ff3-4581-b184-e518f9e0fc1d,ALL,E4,A,Scene Leader,Damage Control,"NAVEDTRA 43119-M, Damage Control (DC) (313 - Scene Leader)",3/2/2018,300 Series PQS Watch Station,Direct efforts of Attack Team through a main/auxiliary escape trunk utilizing LSS IAW NSTM 555,All Sailor Task (ships),Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,N/A
82102422-c4d0-49cb-99f2-166f52688293,ALL,E4,A,Scene Leader,Damage Control,"NAVEDTRA 43119-M, Damage Control (DC) (313 - Scene Leader)",3/2/2018,300 Series PQS Watch Station,"Direct efforts of Attack Team to combat casualties in a CBR environment IAW NSTM 079, Vol. 2/NSTM 555",All Sailor Task (ships),No,J-495-0419,Advanced Shipboard Firefighting,F-School,SWSC,TCCD,Demonstrate active and post fire desmoking,"Knowledge/Performance Test, Oral Board/Test",,,,N/A
3566be39-d40e-4408-be29-c70b2c1505a7,ALL,E4,A,Scene Leader,Damage Control,"NAVEDTRA 43119-M, Damage Control (DC) (313 - Scene Leader)",3/2/2018,300 Series PQS Watch Station,Direct a coordinated/integrated hose team in combating fire IAW NSTM 555/S0570-AC-CCM-010-8010,All Sailor Task (ships),No,V-4N-0001,Advanced Shipboard Fire Fighting Lab,F-School,SWOC,TCCD,Organize damage control repair station manning,"Knowledge/Performance Test, Oral Board/Test",,,,N/A
1f3ee85c-af18-467d-9e2e-4839352acccf,ALL,E4,A,Scene Leader,Damage Control,"NAVEDTRA 43119-M, Damage Control (DC) (313 - Scene Leader)",3/2/2018,300 Series PQS Watch Station,Respond to failure of an installed firefighting system to activate,All Sailor Task (ships),No,J-495-0419,Advanced Shipboard Firefighting,F-School,SWSC,TCCD,"Identify causes, dangers, procedures, and safety requirements during fire fighting trainer walk-thru","Knowledge/Performance Test, Oral Board/Test",,,,N/A
877f4be9-9403-45a5-97d1-6dc9aae3f3d9,ALL,E4,A,Scene Leader,Damage Control,"NAVEDTRA 43119-M, Damage Control (DC) (313 - Scene Leader)",3/2/2018,300 Series PQS Watch Station,Respond to access blocked/locked,All Sailor Task (ships),No,J-495-0419,Advanced Shipboard Firefighting,F-School,SWSC,TCCD,Describe the principles and procedures invovled with the portable exothemic cutting unit (PECU),"Knowledge/Performance Test, Oral Board/Test",,,,N/A
23ab69b1-c637-48e1-81b5-fe3de4737cf9,ALL,E4,A,Scene Leader,Damage Control,"NAVEDTRA 43119-M, Damage Control (DC) (313 - Scene Leader)",3/2/2018,300 Series PQS Watch Station,Respond to loss of communications,All Sailor Task (ships),No,J-495-0419,Advanced Shipboard Firefighting,F-School,SWSC,TCCD,Discuss damage control communications,"Knowledge/Performance Test, Oral Board/Test",,,,N/A
45203683-dc82-449f-82b1-278ee4fae46a,ALL,E4,A,Scene Leader,Damage Control,"NAVEDTRA 43119-M, Damage Control (DC) (313 - Scene Leader)",3/2/2018,300 Series PQS Watch Station,Respond to major conflagration,All Sailor Task (ships),No,J-495-0419,Advanced Shipboard Firefighting,F-School,SWSC,TCCD,Implement fire fighting tactics and methods of attack in mass conflagration,"Knowledge/Performance Test, Oral Board/Test",,,,N/A
49bcdd12-ec19-4f9d-92c9-bf46a58a1b6a,ALL,E4,A,Scene Leader,Damage Control,"NAVEDTRA 43119-M, Damage Control (DC) (313 - Scene Leader)",3/2/2018,300 Series PQS Watch Station,Respond to reflash,All Sailor Task (ships),No,J-495-0419,Advanced Shipboard Firefighting,F-School,SWSC,TCCD,Discuss damage control communications,"Knowledge/Performance Test, Oral Board/Test",,,,N/A
5cd96585-66a2-4a84-9bb3-5c8bbe322d2e,ALL,E4,A,Scene Leader,Damage Control,"NAVEDTRA 43119-M, Damage Control (DC) (313 - Scene Leader)",3/2/2018,300 Series PQS Watch Station,Respond to boundaries compromised,All Sailor Task (ships),No,J-495-0419,Advanced Shipboard Firefighting,F-School,SWSC,TCCD,Discuss damage control communications,"Knowledge/Performance Test, Oral Board/Test",,,,N/A
bd411d3d-59c9-498a-9282-92689fee3ea8,ALL,E4,A,Scene Leader,Damage Control,"NAVEDTRA 43119-M, Damage Control (DC) (313 - Scene Leader)",3/2/2018,300 Series PQS Watch Station,Respond to loss of firemain/DSW,All Sailor Task (ships),No,J-495-0419,Advanced Shipboard Firefighting,F-School,SWSC,TCCD,Discuss damage control communications,"Knowledge/Performance Test, Oral Board/Test",,,,N/A
366ad926-9ce7-44f9-95a6-f1f75e26f3ca,ALL,E4,A,Scene Leader,Damage Control,"NAVEDTRA 43119-M, Damage Control (DC) (313 - Scene Leader)",3/2/2018,300 Series PQS Watch Station,Respond to progressive flooding,All Sailor Task (ships),No,V-4N-0001,Advanced Shipboard Fire Fighting Lab,F-School,SWOC,TCCD,Organize damage control repair station manning,"Knowledge/Performance Test, Oral Board/Test",,,,N/A
9cda61f2-deff-4dc3-8ca8-3c3bb0374264,ALL,E4,A,Scene Leader,Damage Control,"NAVEDTRA 43119-M, Damage Control (DC) (313 - Scene Leader)",3/2/2018,300 Series PQS Watch Station,Respond to explosion,All Sailor Task (ships),No,J-495-0419,Advanced Shipboard Firefighting,F-School,SWSC,TCCD,Implement fire fighting tactics and methods of attack in mass conflagration,"Knowledge/Performance Test, Oral Board/Test",,,,N/A
70954e74-70e9-4ea3-a607-d6b8d708e4d8,ALL,E4,A,Scene Leader,Damage Control,"NAVEDTRA 43119-M, Damage Control (DC) (313 - Scene Leader)",3/2/2018,300 Series PQS Watch Station,Respond to personnel casualties,All Sailor Task (ships),No,J-495-0419,Advanced Shipboard Firefighting,F-School,SWSC,TCCD,Demonstrate active and post fire desmoking,"Knowledge/Performance Test, Oral Board/Test",,,,N/A
5d201d10-bc2d-4db2-ad97-117f196e7fdf,ALL,E4,A,Scene Leader,Damage Control,"NAVEDTRA 43119-M, Damage Control (DC) (313 - Scene Leader)",3/2/2018,300 Series PQS Watch Station,Respond to toxic gas/Lithium Ion batteries,All Sailor Task (ships),Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,N/A
c7984b46-ec63-4870-b095-b25456b58eb7,ALL,E4,A,Scene Leader,Damage Control,"NAVEDTRA 43119-M, Damage Control (DC) (313 - Scene Leader)",3/2/2018,300 Series PQS Watch Station,Respond to HAZMAT spill,All Sailor Task (ships),Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,N/A
4e458495-b5dc-4b80-8362-dbd01aa860c3,ALL,E4,A,Scene Leader,Damage Control,"NAVEDTRA 43119-M, Damage Control (DC) (313 - Scene Leader)",3/2/2018,300 Series PQS Watch Station,Respond to spread of CBR contamination,All Sailor Task (ships),Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,N/A
89aad390-c8e9-4f4f-aa56-9256961fac0b,ALL,E4,A,Scene Leader,Damage Control,"NAVEDTRA 43119-M, Damage Control (DC) (313 - Scene Leader)",3/2/2018,300 Series PQS Watch Station,Respond to special scenario fire,All Sailor Task (ships),Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,N/A
bae62777-c224-47b9-959d-a069e36f5159,ALL,E4,A,Conflagration Station Operator,Damage Control,"NAVEDTRA 43119-M, Damage Control (DC) (314 - Conflagration Station Operator)",3/2/2018,300 Series PQS Watch Station,Maintain log IAW LOP,All Sailor Task (ships),Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,Pending validation and GFI
a2755d62-51eb-4333-a53d-97ab3b3ff0a9,ALL,E4,A,Conflagration Station Operator,Damage Control,"NAVEDTRA 43119-M, Damage Control (DC) (314 - Conflagration Station Operator)",3/2/2018,300 Series PQS Watch Station,Monitor hangar deck security and make reports IAW LOP,All Sailor Task (ships),Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,Pending validation and GFI
dc7628b8-c885-4074-80b5-9bb87e721f99,ALL,E4,A,Conflagration Station Operator,Damage Control,"NAVEDTRA 43119-M, Damage Control (DC) (314 - Conflagration Station Operator)",3/2/2018,300 Series PQS Watch Station,Monitor vehicle/equipment stowage IAW SOP,All Sailor Task (ships),Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,Pending validation and GFI
6e82623e-f99a-4ee6-a492-dacb4ad5782e,ALL,E4,A,Conflagration Station Operator,Damage Control,"NAVEDTRA 43119-M, Damage Control (DC) (314 - Conflagration Station Operator)",3/2/2018,300 Series PQS Watch Station,"Monitor fueling stations IAW NSTM 079, Vol. 2",All Sailor Task (ships),Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,Pending validation and GFI
17899aae-b3d3-411c-a1bb-f1e18f6f00f7,ALL,E4,A,Conflagration Station Operator,Damage Control,"NAVEDTRA 43119-M, Damage Control (DC) (314 - Conflagration Station Operator)",3/2/2018,300 Series PQS Watch Station,"Energize/secure all designated sprinkler groups IAW NSTM 079, Vol. 2",All Sailor Task (ships),Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,Pending validation and GFI
d873904c-670f-42a7-9880-4e5dc8f12f6b,ALL,E4,A,Conflagration Station Operator,Damage Control,"NAVEDTRA 43119-M, Damage Control (DC) (314 - Conflagration Station Operator)",3/2/2018,300 Series PQS Watch Station,"Monitor ordnance handling IAW NSTM 079, Vol. 2",All Sailor Task (ships),Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,Pending validation and GFI
80258bcf-4754-43e2-974a-72e7543f36e5,ALL,E4,A,Conflagration Station Operator,Damage Control,"NAVEDTRA 43119-M, Damage Control (DC) (314 - Conflagration Station Operator)",3/2/2018,300 Series PQS Watch Station,"Monitor fueling and defueling open fuel cells IAW NSTM 079, Vol. 2",All Sailor Task (ships),Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,Pending validation and GFI
42d395f7-985b-4d50-b3e3-2c7823e7dc44,ALL,E4,A,Conflagration Station Operator,Damage Control,"NAVEDTRA 43119-M, Damage Control (DC) (314 - Conflagration Station Operator)",3/2/2018,300 Series PQS Watch Station,Operate a divisional door IAW EOSS,All Sailor Task (ships),Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,Pending validation and GFI
176343ae-0a32-4609-ae88-b680da1df255,ALL,E4,A,Conflagration Station Operator,Damage Control,"NAVEDTRA 43119-M, Damage Control (DC) (314 - Conflagration Station Operator)",3/2/2018,300 Series PQS Watch Station,Operate a deck edge door IAW EOSS,All Sailor Task (ships),Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,Pending validation and GFI
cef1366e-2566-4bb8-96dd-b1617b87f426,ALL,E4,A,Conflagration Station Operator,Damage Control,"NAVEDTRA 43119-M, Damage Control (DC) (314 - Conflagration Station Operator)",3/2/2018,300 Series PQS Watch Station,Respond to liquid oxygen leak/spill,All Sailor Task (ships),Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,Pending validation and GFI
fa6ad625-2caf-4d1f-aebe-f556b41aca18,ALL,E4,A,Conflagration Station Operator,Damage Control,"NAVEDTRA 43119-M, Damage Control (DC) (314 - Conflagration Station Operator)",3/2/2018,300 Series PQS Watch Station,Respond to fuel spill,All Sailor Task (ships),Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,Pending validation and GFI
0076bc6e-96a0-46f6-ba03-11cd3d98e2ba,ALL,E4,A,Conflagration Station Operator,Damage Control,"NAVEDTRA 43119-M, Damage Control (DC) (314 - Conflagration Station Operator)",3/2/2018,300 Series PQS Watch Station,Respond to loss of electrical power,All Sailor Task (ships),Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,Pending validation and GFI
95c28ee2-528d-4714-b6a5-27b4ed9d10e2,ALL,E4,A,Conflagration Station Operator,Damage Control,"NAVEDTRA 43119-M, Damage Control (DC) (314 - Conflagration Station Operator)",3/2/2018,300 Series PQS Watch Station,Respond to fire,All Sailor Task (ships),Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,Pending validation and GFI
9a4f6730-18fe-44e8-ae92-92f5328ecae9,ALL,E4,A,Conflagration Station Operator,Damage Control,"NAVEDTRA 43119-M, Damage Control (DC) (314 - Conflagration Station Operator)",3/2/2018,300 Series PQS Watch Station,Respond to explosion,All Sailor Task (ships),Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,Pending validation and GFI
d9d4231f-9417-48e9-97c8-2fee7314e798,ALL,E4,A,Conflagration Station Operator,Damage Control,"NAVEDTRA 43119-M, Damage Control (DC) (314 - Conflagration Station Operator)",3/2/2018,300 Series PQS Watch Station,Respond to smoke,All Sailor Task (ships),Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,Pending validation and GFI
9cdf655f-7ebe-404f-beb7-098729759d2f,ALL,E4,A,Conflagration Station Operator,Damage Control,"NAVEDTRA 43119-M, Damage Control (DC) (314 - Conflagration Station Operator)",3/2/2018,300 Series PQS Watch Station,Respond to runaway aircraft or vehicle,All Sailor Task (ships),Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,Pending validation and GFI
e991e408-e01f-41d6-976a-b08b057e689e,ALL,E4,A,Conflagration Station Operator,Damage Control,"NAVEDTRA 43119-M, Damage Control (DC) (314 - Conflagration Station Operator)",3/2/2018,300 Series PQS Watch Station,Respond to loss of communications,All Sailor Task (ships),Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,Pending validation and GFI
3d54922a-837c-4c78-8a9d-c1aae12c5340,ALL,E4,A,Conflagration Station Operator,Damage Control,"NAVEDTRA 43119-M, Damage Control (DC) (314 - Conflagration Station Operator)",3/2/2018,300 Series PQS Watch Station,Respond to inadvertent activation of divisional/deck edge doors,All Sailor Task (ships),Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,Pending validation and GFI
294f579e-c176-494b-b7d9-11da64d69a09,ALL,E4,A,Conflagration Station Operator,Damage Control,"NAVEDTRA 43119-M, Damage Control (DC) (314 - Conflagration Station Operator)",3/2/2018,300 Series PQS Watch Station,Respond to inadvertent activation of sprinkler systems,All Sailor Task (ships),Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,Pending validation and GFI
a2287c70-9abc-41d8-aade-fe061cfddec7,ALL,E4,A,Conflagration Station Operator,Damage Control,"NAVEDTRA 43119-M, Damage Control (DC) (314 - Conflagration Station Operator)",3/2/2018,300 Series PQS Watch Station,Respond to loss of firemain,All Sailor Task (ships),Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,Pending validation and GFI
83d373cb-c190-4c91-ba42-301ba333e6a7,ALL,E4,A,Crash and Salvage Hot Suitman,Damage Control,"NAVEDTRA 43119-M, Damage Control (DC) (315 - Crash and Salvage Hot Suitman)",3/2/2018,300 Series PQS Watch Station,Inspect and don proximity suits and SCBA IAW NSTM 077,All Sailor Task (ships),Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,Pending validation and GFI
e0d2f847-0109-4fe0-a76d-a6ace7e64ec1,ALL,E4,A,Crash and Salvage Hot Suitman,Damage Control,"NAVEDTRA 43119-M, Damage Control (DC) (315 - Crash and Salvage Hot Suitman)",3/2/2018,300 Series PQS Watch Station,Inspect and operate aviation forcible entry equipment IAW NAVAIR 80R-14,All Sailor Task (ships),Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,Pending validation and GFI
880f9f16-5e60-4afe-b49e-5b62aa5a2f5b,ALL,E4,A,Crash and Salvage Hot Suitman,Damage Control,"NAVEDTRA 43119-M, Damage Control (DC) (315 - Crash and Salvage Hot Suitman)",3/2/2018,300 Series PQS Watch Station,Inventory and inspect tool roll IAW NAVAIR 80R-14,All Sailor Task (ships),Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,Pending validation and GFI
e27abec8-dbb2-41f8-9a79-f775a5259e21,ALL,E4,A,Crash and Salvage Hot Suitman,Damage Control,"NAVEDTRA 43119-M, Damage Control (DC) (315 - Crash and Salvage Hot Suitman)",3/2/2018,300 Series PQS Watch Station,Inspect and don PPE IAW NSTM 077,All Sailor Task (ships),Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,Pending validation and GFI
00cc08a7-c40a-45b2-b2e7-b72d25498e42,ALL,E4,A,Crash and Salvage Hot Suitman,Damage Control,"NAVEDTRA 43119-M, Damage Control (DC) (315 - Crash and Salvage Hot Suitman)",3/2/2018,300 Series PQS Watch Station,Electrically isolate a helicopter IAW NAVAIR 80R-14-1,All Sailor Task (ships),Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,Pending validation and GFI
