PART I,,,,,,,,,,,PART II,,,,,,,,,Part III Cluster Analysis,,,,,,,,,,
Unique Identifier,Rating,Rank,Level (A),Billet Title,Functional Area ,Source,Date of Source,Work Element Type,Work Element (Task),Task Applicability,Formal Training Gap,CIN,Course Name,Course Type (A/C/G/F/T),Curriculum Control Authority (CCA),Life-Cycle Control Document,CTTL/PPP/TCCD Statement,Current Assessment Approach,Notes,Training Solution Type,Cluster Analysis Title,Recommended Modality,Development Specification,Candidate Platform,CFM Placement,Priority Placement,Development Ratio,Development Time (duration in hours),Estimated Instructional Time,Notes
PQ27-008,QM,E4,A,Navigation Specialist,Lookout And Signal Operations,NAVEDTRA 43492 (317 - Signal Bridge Spotter),7/1/2020,300 Series PQS Watch Station,Verify own ship repeats flag hoist flag for flag correctly the first-time prior to going close up ,Rating Specific Task,No,A-061-0300,QM J,C-School,SWSC,CTTL,Perform flag hoist procedures,Knowledge/Performance Test,Time Gap,Course Revision,Lookout And Signal Operations,Video,xAPI/Captivate/ VSIM,ALL,Year 6,2,220:01:00,220,,Add to current Journeyman Course
PQ28-001,QM,E4,A,Navigation Specialist,Lookout And Signal Operations,NAVEDTRA 43492 (318 - Inport Duty QuarterM),7/1/2020,300 Series PQS Watch Station,"Correctly display the following signal flag and pennant signals: absentee pennants; personnel aloft; divers; refueling & working over side, etc.",Rating Specific Task,No,A-061-0070,QM A (BL 0),A-School,SWSC,CTTL,Determine signal flags/flag signals,Knowledge/Performance Test,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A
PQ28-002,QM,E4,A,Navigation Specialist,Technical Administration,NAVEDTRA 43492 (318 - Inport Duty QuarterM),7/1/2020,300 Series PQS Watch Station,Energize/de-energize the appropriate navigation lights during sunrise/sunset,Rating Specific Task,No,A-061-0070,QM A (BL 0),A-School,SWSC,CTTL,Configure navigation task/running lights,Knowledge/Performance Test,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A
PQ28-003,QM,E4,A,Navigation Specialist,Technical Administration,NAVEDTRA 43492 (318 - Inport Duty QuarterM),7/1/2020,300 Series PQS Watch Station,Ensure quarterdeck flags are properly displayed,Rating Specific Task,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Not Taught,Course Revision,Technical Administration,Performance Support/ Video,xAPI/Captivate/ VSIM,ALL,Year 6,2,220:01:00,220,,Add to current Journeyman Course
PQ28-004,QM,E4,A,Navigation Specialist,Technical Administration,NAVEDTRA 43492 (318 - Inport Duty QuarterM),7/1/2020,300 Series PQS Watch Station,Execute dress/full dress ship,Rating Specific Task,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Not Taught,Course Revision,Technical Administration,Performance Support/ Video,xAPI/Captivate/ VSIM,ALL,Year 6,2,220:01:00,220,,Add to current Journeyman Course
PQ28-005,QM,E4,A,Navigation Specialist,Technical Administration,NAVEDTRA 43492 (318 - Inport Duty QuarterM),7/1/2020,300 Series PQS Watch Station,Execute morning/evening colors ,Rating Specific Task,No,A-061-0070,QM A (BL 0),A-School,SWSC,CTTL,Execute morning/evening colors ,Knowledge/Performance Test,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A
PQ28-006,QM,E4,A,Navigation Specialist,Technical Administration,NAVEDTRA 43492 (318 - Inport Duty QuarterM),7/1/2020,300 Series PQS Watch Station,"Make the following preparations for getting underway: print, post, and log the underway check off list on the quarterdeck; determine gyro error and post on all repeaters; post tides and currents at all control stations; & execute navigation pre-underway check off list",Rating Specific Task,No,A-061-0070,QM A (BL 0),A-School,SWSC,CTTL,Determine gyro compass errors (QuarterM A School); maintain checklists; use applicable inspection checklists (QuarterM J); compute tides and tidal predictions (QuarterM J); compute tidal currents and current predictions (QuarterM J),Knowledge/Performance Test,"Task also taught in QM J, CIN A-061-0300",Course Revision,Technical Administration,Video,xAPI/Captivate/ VSIM,ALL,Year 6,2,220:01:00,220,,Add to current Journeyman Course
PQ28-007,QM,E4,A,Navigation Specialist,Technical Administration,NAVEDTRA 43492 (318 - Inport Duty QuarterM),7/1/2020,300 Series PQS Watch Station,Properly observe sunrise/sunset ,Rating Specific Task,No,A-061-0070,QM A (BL 0),A-School,SWSC,CTTL,Properly observe sunrise/sunset ,Knowledge/Performance Test,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A
PQ29-001,QM,E4,A,Navigation Specialist,Navigation,NAVEDTRA 43492 (328 - Navigation Anchor Watch),7/1/2020,300 Series PQS Watch Station,Calculate tides/currents using authorized electronic tide/current program ,Rating Specific Task,No,A-061-0070,QM A (BL 0),A-School,SWSC,CTTL,Calculate tides/currents using authorized electronic tide/current program ,Knowledge/Performance Test,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A
PQ29-002,QM,E4,A,Navigation Specialist,Navigation,NAVEDTRA 43492 (328 - Navigation Anchor Watch),7/1/2020,300 Series PQS Watch Station,Compare ship’s position with secondary plot (if applicable) ,Rating Specific Task,No,A-061-0070,QM A (BL 0),A-School,SWSC,CTTL,Compare ship’s position with secondary plot ,Knowledge/Performance Test,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A
PQ29-003,QM,E4,A,Navigation Specialist,Navigation,NAVEDTRA 43492 (328 - Navigation Anchor Watch),7/1/2020,300 Series PQS Watch Station,Conduct a surface weather observation and prepare synoptic weather message in accordance with established guidance. (If applicable),Rating Specific Task,No,A-061-0200,Navigation Fundamentals,F-School,SWSC,CTTL,Perform weather observations and reporting procedures,Knowledge/Performance Test,Time Gap,Course Revision,Weather,Video,xAPI/Captivate/ VSIM,ALL,Year 6,2,220:01:00,220,,Add to current Journeyman Course
PQ29-004,QM,E4,A,Navigation Specialist,Navigation,NAVEDTRA 43492 (328 - Navigation Anchor Watch),7/1/2020,300 Series PQS Watch Station,Conduct optional sound signals at anchor,Rating Specific Task,No,A-061-0300,QM J,C-School,SWSC,CTTL,Review optional sound signals at anchor,Knowledge/Performance Test,Time Gap,Course Revision,Navigation - Maritime,Video,xAPI/Captivate/ VSIM,ALL,Year 6,2,220:01:00,220,,Add to current Journeyman Course
PQ29-005,QM,E4,A,Navigation Specialist,Navigation,NAVEDTRA 43492 (328 - Navigation Anchor Watch),7/1/2020,300 Series PQS Watch Station,Conduct required sound signals at anchor,Rating Specific Task,No,A-061-0300,QM J,C-School,SWSC,CTTL,Review required sound signals at anchor,Knowledge/Performance Test,Time Gap,Course Revision,Navigation - Maritime,Video,xAPI/Captivate/ VSIM,ALL,Year 6,2,220:01:00,220,,Add to current Journeyman Course
PQ29-006,QM,E4,A,Navigation Specialist,Navigation,NAVEDTRA 43492 (328 - Navigation Anchor Watch),7/1/2020,300 Series PQS Watch Station,Determine and apply the following errors: gyro error; repeater error; & radar error ,Rating Specific Task,No,A-061-0300,QM J,C-School,SWSC,CTTL,Compute gyro compass error,Knowledge/Performance Test,Time Gap,Course Revision,Navigation - Maritime,Video,xAPI/Captivate/ VSIM,ALL,Year 6,2,220:01:00,220,,Add to current Journeyman Course
PQ29-007,QM,E4,A,Navigation Specialist,Navigation,NAVEDTRA 43492 (328 - Navigation Anchor Watch),7/1/2020,300 Series PQS Watch Station,Determine if ship’s position is outside of plotted drag circle ,Rating Specific Task,No,A-061-0070,QM A (BL 0),A-School,SWSC,CTTL,Plot sing and drag circles,Knowledge/Performance Test,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A
PQ29-008,QM,E4,A,Navigation Specialist,Navigation,NAVEDTRA 43492 (328 - Navigation Anchor Watch),7/1/2020,300 Series PQS Watch Station,Determine ship’s position using GPS,Rating Specific Task,No,A-061-0070,QM A (BL 0),A-School,SWSC,CTTL,Determine ship's position utilizing global position system (GPS),Knowledge/Performance Test,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A
PQ29-009,QM,E4,A,Navigation Specialist,Navigation,NAVEDTRA 43492 (328 - Navigation Anchor Watch),7/1/2020,300 Series PQS Watch Station,Establish and plot ship’s position using radar ranges ,Rating Specific Task,No,A-061-0070,QM A (BL 0),A-School,SWSC,CTTL,Determine ship's position utilizing radar,Knowledge/Performance Test,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A
PQ29-010,QM,E4,A,Navigation Specialist,Navigation,NAVEDTRA 43492 (328 - Navigation Anchor Watch),7/1/2020,300 Series PQS Watch Station,Establish and plot ship’s position using visual bearings ,Rating Specific Task,No,A-061-0070,QM A (BL 0),A-School,SWSC,CTTL,Determine ship’s position visually,Knowledge/Performance Test,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A
PQ29-011,QM,E4,A,Navigation Specialist,Navigation,NAVEDTRA 43492 (328 - Navigation Anchor Watch),7/1/2020,300 Series PQS Watch Station,"Graph currents using the “straight line method” showing a slack water reference line, with flood values and ebb values displayed above and below the slack water reference line, respectively",Rating Specific Task,No,A-061-0070,QM A (BL 0),A-School,SWSC,CTTL,"Graph currents using the “straight line method” showing a slack water reference line, with flood values and ebb values displayed above and below the slack water reference line, respectively",Knowledge/Performance Test,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A
PQ29-012,QM,E4,A,Navigation Specialist,Navigation,NAVEDTRA 43492 (328 - Navigation Anchor Watch),7/1/2020,300 Series PQS Watch Station,"Identify and hoist normal flags and pennants flown in port and at anchor, in their proper location ",Rating Specific Task,No,A-061-0070,QM A (BL 0),A-School,SWSC,CTTL,Determine signal flags/flag signals (QuarterM A School); perform flag hoist procedures (QuarterM J),Knowledge/Performance Test,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A
PQ29-013,QM,E4,A,Navigation Specialist,Navigation,NAVEDTRA 43492 (328 - Navigation Anchor Watch),7/1/2020,300 Series PQS Watch Station,Identify and hoist required day shapes at anchor,Rating Specific Task,No,A-061-0070,QM A (BL 0),A-School,SWSC,CTTL,Determine signal flags/flag signals (QuarterM A School); perform flag hoist procedures (QuarterM J),Knowledge/Performance Test,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A
PQ29-014,QM,E4,A,Navigation Specialist,Navigation,NAVEDTRA 43492 (328 - Navigation Anchor Watch),7/1/2020,300 Series PQS Watch Station,Locate and energize the following lights during hours of darkness: flagstaff; jackstaff; standing lights; & task lights,Rating Specific Task,No,A-061-0070,QM A (BL 0),A-School,SWSC,CTTL,Configure navigation task/running lights,Knowledge/Performance Test,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A
PQ29-015,QM,E4,A,Navigation Specialist,Navigation,NAVEDTRA 43492 (328 - Navigation Anchor Watch),7/1/2020,300 Series PQS Watch Station,"Review and make proper entries in the following logs: Ship’s Deck Log, Ship’s Position Log, Standard Bearing Book, Surface Weather Observation Book",Rating Specific Task,No,A-061-0300,QM J,C-School,SWSC,CTTL,"Maintain the ship's records, logs, and forms",Knowledge/Performance Test,Time Gap,Course Revision,Technical Administration,Video,xAPI/Captivate/ VSIM,ALL,Year 6,2,220:01:00,220,,Add to current Journeyman Course
PQ29-016,QM,E4,A,Navigation Specialist,Navigation,NAVEDTRA 43492 (328 - Navigation Anchor Watch),7/1/2020,300 Series PQS Watch Station,"Review current and expected weather conditions, tides, and currents",Rating Specific Task,No,A-061-0300,QM J,C-School,SWSC,CTTL,Compute tidal currents and current predictions; compute tides and tidal predictions,Knowledge/Performance Test,Time Gap,Course Revision,Technical Administration,Video,xAPI/Captivate/ VSIM,ALL,Year 6,2,220:01:00,220,,Add to current Journeyman Course
PQ29-017,QM,E4,A,Navigation Specialist,Navigation,NAVEDTRA 43492 (328 - Navigation Anchor Watch),7/1/2020,300 Series PQS Watch Station,Review the following commanding officer’s guidance: night orders; standing orders; & NAVBILL,Rating Specific Task,No,A-061-0300,QM J,C-School,SWSC,CTTL,Interpret the Commanding Officer's (CO)orders,Knowledge/Performance Test,Time Gap,Course Revision,Technical Administration,Video,xAPI/Captivate/ VSIM,ALL,Year 6,2,220:01:00,220,,Add to current Journeyman Course
PQ29-018,QM,E4,A,Navigation Specialist,Navigation,NAVEDTRA 43492 (328 - Navigation Anchor Watch),7/1/2020,300 Series PQS Watch Station,Turnover checklist was completed,Rating Specific Task,No,A-061-0200,Navigation Fundamentals,F-School,SWSC,CTTL,Use checklists,Knowledge/Performance Test,Time Gap,Course Revision,Navigation,Video,xAPI/Captivate/ VSIM,ALL,Year 6,2,220:01:00,220,,Add to current Journeyman Course
PQ29-019,QM,E4,A,Navigation Specialist,Navigation,NAVEDTRA 43492 (328 - Navigation Anchor Watch),7/1/2020,300 Series PQS Watch Station,Utilize J-OBS program to submit weather observations (if applicable),Rating Specific Task,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Not Taught,Course Revision,Weather,Performance Support/ Video,xAPI/Captivate/ VSIM,ALL,Year 6,2,220:01:00,220,,Utilize a Weather course from the AG community
PQ29-020,QM,E4,A,Navigation Specialist,Navigation,NAVEDTRA 43492 (328 - Navigation Anchor Watch),7/1/2020,300 Series PQS Watch Station,Verify status of navigation equipment and sensor input to the VMS (if equipped),Rating Specific Task,No,A-061-0300,QM J,C-School,SWSC,CTTL,Manage sensor inputs to VMS (QuarterM J); select and validate primary sensors (VMS 9 operator); select and validate secondary sensors (VMS 9 operator),Knowledge/Performance Test,"Time Gap; Task is also taught in VMS 9 Operator, CIN A-061-0044",Course Revision,Technical Administration,Video,xAPI/Captivate/ VSIM,ALL,Year 6,2,220:01:00,220,,Add to current Journeyman Course
PQ29-021,QM,E4,A,Navigation Specialist,Navigation,NAVEDTRA 43492 (328 - Navigation Anchor Watch),7/1/2020,300 Series PQS Watch Station,"Verify status of navigation lights, day shapes, signal \flags",Rating Specific Task,No,A-061-0070,QM A (BL 0),A-School,SWSC,CTTL,Configure navigation task/running lights; determine signal flags/flag signals,Knowledge/Performance Test,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A
PQ29-022,QM,E4,A,Navigation Specialist,Navigation,NAVEDTRA 43492 (328 - Navigation Anchor Watch),7/1/2020,300 Series PQS Watch Station,Verify the vessel’s position utilizing all available sources,Rating Specific Task,No,A-061-0070,QM A (BL 0),A-School,SWSC,CTTL,Determine ship's position using fathometer; determine ship's position using running fixes; determine ship's position using sextant angles; determine ship's position utilizing global position system (GPS); determine ship's position utilizing radar; determine ship's position visually; verify ship's position data between display sources; ,Knowledge/Performance Test,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A
PQ30-001,QM,E4,A,Navigation Specialist,Navigation,NAVEDTRA 43492 (329 - QuarterM of The Watch (QMOW)),7/1/2020,300 Series PQS Watch Station,Apply gyro error to obtain true course  ,Rating Specific Task,No,A-061-0300,QM J,C-School,SWSC,CTTL,Apply gyro error to obtain true course  ,Knowledge/Performance Test,Time Gap,Course Revision,Navigation - Maritime,Video,xAPI/Captivate/ VSIM,ALL,Year 6,2,220:01:00,220,,Add to current Journeyman Course
PQ30-002,QM,E4,A,Navigation Specialist,Navigation,NAVEDTRA 43492 (329 - QuarterM of The Watch (QMOW)),7/1/2020,300 Series PQS Watch Station,Apply variation and deviation to compass course to obtain true course  ,Rating Specific Task,No,A-061-0300,QM J,C-School,SWSC,CTTL,Apply variation and deviation to compass course to obtain true course  ,Knowledge/Performance Test,Time Gap,Course Revision,Navigation - Maritime,Video,xAPI/Captivate/ VSIM,ALL,Year 6,2,220:01:00,220,,Add to current Journeyman Course
PQ30-003,QM,E4,A,Navigation Specialist,Navigation,NAVEDTRA 43492 (329 - QuarterM of The Watch (QMOW)),7/1/2020,300 Series PQS Watch Station,"Assist the officer of the deck executing, at a minimum, the following special evolution check off lists:  entering port/restricted waters; anchoring; getting underway; replenishment at sea; man overboard; low visibility; flight operations",Rating Specific Task,No,A-061-0300,QM J,C-School,SWSC,CTTL,"Assist the officer of the deck executing, at a minimum, the following special evolution check off lists:  entering port/restricted waters; anchoring; getting underway; replenishment at sea; man overboard; low visibility; flight operations",Knowledge/Performance Test,Time Gap,Course Revision,Technical Administration,Video,xAPI/Captivate/ VSIM,ALL,Year 6,2,220:01:00,220,,Add to current Journeyman Course
PQ30-004,QM,E4,A,Navigation Specialist,Navigation,NAVEDTRA 43492 (329 - QuarterM of The Watch (QMOW)),7/1/2020,300 Series PQS Watch Station,"Calculate sunrise, sunset, moonrise, and moonset",Rating Specific Task,No,A-061-0070,QM A (BL 0),A-School,SWSC,CTTL,Calculate times for moonrise/moonset & sunrise/sunset,Knowledge/Performance Test,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A
PQ30-005,QM,E4,A,Navigation Specialist,Navigation,NAVEDTRA 43492 (329 - QuarterM of The Watch (QMOW)),7/1/2020,300 Series PQS Watch Station,Calculate the speed of advance (SOA) required to arrive at a given point at a given time over not less than 100nm,Rating Specific Task,No,A-061-0070,QM A (BL 0),A-School,SWSC,CTTL,Determine required speed of advance (SOA),Knowledge/Performance Test,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A
PQ30-006,QM,E4,A,Navigation Specialist,Navigation,NAVEDTRA 43492 (329 - QuarterM of The Watch (QMOW)),7/1/2020,300 Series PQS Watch Station,Calculate the time and height of the tide  ,Rating Specific Task,No,A-061-0300,QM J,C-School,SWSC,CTTL,Compute tides and tidal predictions; compute tidal currents and current predictions,Knowledge/Performance Test,Time Gap,Course Revision,Navigation - Maritime,Video,xAPI/Captivate/ VSIM,ALL,Year 6,2,220:01:00,220,,Add to current Journeyman Course
PQ30-007,QM,E4,A,Navigation Specialist,Navigation,NAVEDTRA 43492 (329 - QuarterM of The Watch (QMOW)),7/1/2020,300 Series PQS Watch Station,Calculate tides and currents using authorized electronic means ,Rating Specific Task,No,A-061-0300,QM J,C-School,SWSC,CTTL,Compute tides and tidal predictions; compute tidal currents and current predictions,Knowledge/Performance Test,Time Gap,Course Revision,Navigation - Maritime,Video,xAPI/Captivate/ VSIM,ALL,Year 6,2,220:01:00,220,,Add to current Journeyman Course
PQ30-008,QM,E4,A,Navigation Specialist,Navigation,NAVEDTRA 43492 (329 - QuarterM of The Watch (QMOW)),7/1/2020,300 Series PQS Watch Station,"Calculate times, velocities, and directions of flow of currents  ",Rating Specific Task,No,A-061-0070,QM A (BL 0),A-School,SWSC,CTTL,"Calculate times, velocities, and directions of flow of currents  ",Knowledge/Performance Test,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A
PQ30-009,QM,E4,A,Navigation Specialist,Navigation,NAVEDTRA 43492 (329 - QuarterM of The Watch (QMOW)),7/1/2020,300 Series PQS Watch Station,Calculate when an aid to navigation or radar landfall should be sighted and report as specified in the CO’s Standing Orders,Rating Specific Task,No,A-061-0070,QM A (BL 0),A-School,SWSC,CTTL,Compute visibility of lights and expected time of sighting,Knowledge/Performance Test,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A
PQ30-010,QM,E4,A,Navigation Specialist,Navigation,NAVEDTRA 43492 (329 - QuarterM of The Watch (QMOW)),7/1/2020,300 Series PQS Watch Station,Compare bridge and combat derived positions and ship’s relation to track and position of intended movement (PIM) with the bridge position and determine if differences exist,Rating Specific Task,No,A-061-0070,QM A (BL 0),A-School,SWSC,CTTL,Determine ship's position relative to plan of intended movement (PIM),Knowledge/Performance Test,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A
PQ30-011,QM,E4,A,Navigation Specialist,Navigation,NAVEDTRA 43492 (329 - QuarterM of The Watch (QMOW)),7/1/2020,300 Series PQS Watch Station,Compare gyro repeaters to M gyro ,Rating Specific Task,No,A-061-0070,QM A (BL 0),A-School,SWSC,CTTL,Compare gyro repeaters to M gyro ,Knowledge/Performance Test,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A
PQ30-012,QM,E4,A,Navigation Specialist,Navigation,NAVEDTRA 43492 (329 - QuarterM of The Watch (QMOW)),7/1/2020,300 Series PQS Watch Station,Complete weather observation sheet and submit message utilizing approved web-based format and/or message traffic (If applicable),Rating Specific Task,No,A-061-0300,QM J,C-School,SWSC,CTTL,Perform weather observations and reporting procedures,Knowledge/Performance Test,Time Gap,Course Revision,Weather,Video,xAPI/Captivate/ VSIM,ALL,Year 6,2,220:01:00,220,,Add to current Journeyman Course
PQ30-013,QM,E4,A,Navigation Specialist,Navigation,NAVEDTRA 43492 (329 - QuarterM of The Watch (QMOW)),7/1/2020,300 Series PQS Watch Station,Conduct a walkthrough of the pilot house with the Navigator identifying all bridge equipment,Rating Specific Task,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Not Taught,Course Revision,Technical Administration,Performance Support/ Video,xAPI/Captivate/ VSIM,ALL,Year 6,2,220:01:00,220,,Add to current Journeyman Course
PQ30-014,QM,E4,A,Navigation Specialist,Navigation,NAVEDTRA 43492 (329 - QuarterM of The Watch (QMOW)),7/1/2020,300 Series PQS Watch Station,Conduct and log time checks on the 1mc  ,Rating Specific Task,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Not Taught,Course Revision,Technical Administration,Performance Support/ Video,xAPI/Captivate/ VSIM,ALL,Year 6,2,220:01:00,220,,Add to current Journeyman Course
PQ30-015,QM,E4,A,Navigation Specialist,Navigation,NAVEDTRA 43492 (329 - QuarterM of The Watch (QMOW)),7/1/2020,300 Series PQS Watch Station,Conduct DFGMC swing check IAW PMS  ,Rating Specific Task,No,A-061-0300,QM J,C-School,SWSC,CTTL,Operate the Digital Flux Gate Magnetic Compass (DFGMC),Knowledge/Performance Test,Time Gap,Course Revision,DFGMC,Video,xAPI/Captivate/ VSIM,ALL,Year 6,2,220:01:00,220,,Add to current Journeyman Course
PQ30-016,QM,E4,A,Navigation Specialist,Navigation,NAVEDTRA 43492 (329 - QuarterM of The Watch (QMOW)),7/1/2020,300 Series PQS Watch Station,Conduct watch turnover IAW QMOW turnover checklist ,Rating Specific Task,No,A-061-0200,Navigation Fundamentals,F-School,SWSC,CTTL,Use checklists,Knowledge/Performance Test,Time Gap,Course Revision,BRM,Video,xAPI/Captivate/ VSIM,ALL,Year 6,2,220:01:00,220,,Add to current Journeyman Course
PQ30-017,QM,E4,A,Navigation Specialist,Navigation,NAVEDTRA 43492 (329 - QuarterM of The Watch (QMOW)),7/1/2020,300 Series PQS Watch Station,Demonstrate the following signals during a man overboard:  taps signals (ship to boat) using flashing light; describe arc signals (boat to ship) using flashing light; pyrotechnic signals (ship to boat) to direct boat; & describe pyrotechnic signals (boat to ship),Rating Specific Task,No,A-061-0300,QM J,C-School,SWSC,CTTL,Demonstrate the following signals during a man overboard:  taps signals (ship to boat) using flashing light; describe arc signals (boat to ship) using flashing light; pyrotechnic signals (ship to boat) to direct boat; & describe pyrotechnic signals (boat to ship),Knowledge/Performance Test,Time Gap,Course Revision,Lookout And Signal Operations,Video,xAPI/Captivate/ VSIM,ALL,Year 6,2,220:01:00,220,,Add to current Journeyman Course
PQ30-018,QM,E4,A,Navigation Specialist,Navigation,NAVEDTRA 43492 (329 - QuarterM of The Watch (QMOW)),7/1/2020,300 Series PQS Watch Station,Demonstrate the following signals using day shapes:  restricted ability to maneuver; not under command; anchoring; constraint by draft; aground,Rating Specific Task,No,J-4N-0009A,Surface Navigator/Assistant Surface Navigator,C-School,SWSC,CTTL,Demonstrate the following signals using day shapes:  restricted ability to maneuver; not under command; anchoring; constraint by draft; aground,Knowledge/Performance Test,Time Gap,Course Revision,Lookout And Signal Operations,Video,xAPI/Captivate/ VSIM,ALL,Year 6,2,220:01:00,220,,Add to current Journeyman Course
PQ30-019,QM,E4,A,Navigation Specialist,Navigation,NAVEDTRA 43492 (329 - QuarterM of The Watch (QMOW)),7/1/2020,300 Series PQS Watch Station,Determine and make recommendations for course to steer to make good intended course  ,Rating Specific Task,No,A-061-0070,QM A (BL 0),A-School,SWSC,CTTL,Compute course and speed made good,Knowledge/Performance Test,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A
PQ30-020,QM,E4,A,Navigation Specialist,Navigation,NAVEDTRA 43492 (329 - QuarterM of The Watch (QMOW)),7/1/2020,300 Series PQS Watch Station,Determine course and speed made good  ,Rating Specific Task,No,A-061-0070,QM A (BL 0),A-School,SWSC,CTTL,Compute course and speed made good,Knowledge/Performance Test,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A
PQ30-021,QM,E4,A,Navigation Specialist,Navigation,NAVEDTRA 43492 (329 - QuarterM of The Watch (QMOW)),7/1/2020,300 Series PQS Watch Station,Determine gyro error by terrestrial range  ,Rating Specific Task,No,A-061-0300,QM J,C-School,SWSC,CTTL,Compute gyro compass error,Knowledge/Performance Test,Time Gap,Course Revision,Navigation - Maritime,Video,xAPI/Captivate/ VSIM,ALL,Year 6,2,220:01:00,220,,Add to current Journeyman Course
PQ30-022,QM,E4,A,Navigation Specialist,Navigation,NAVEDTRA 43492 (329 - QuarterM of The Watch (QMOW)),7/1/2020,300 Series PQS Watch Station,Determine gyro error by triangulation  ,Rating Specific Task,No,A-061-0300,QM J,C-School,SWSC,CTTL,Compute gyro compass error,Knowledge/Performance Test,Time Gap,Course Revision,Navigation - Maritime,Video,xAPI/Captivate/ VSIM,ALL,Year 6,2,220:01:00,220,,Add to current Journeyman Course
PQ30-023,QM,E4,A,Navigation Specialist,Navigation,NAVEDTRA 43492 (329 - QuarterM of The Watch (QMOW)),7/1/2020,300 Series PQS Watch Station,Determine range of object using a stadimeter,Rating Specific Task,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Not Taught,Course Revision,Navigation - Maritime,Performance Support/ Video,xAPI/Captivate/ VSIM,ALL,Year 6,2,220:01:00,220,,Add to current Journeyman Course
PQ30-024,QM,E4,A,Navigation Specialist,Navigation,NAVEDTRA 43492 (329 - QuarterM of The Watch (QMOW)),7/1/2020,300 Series PQS Watch Station,Determine set and drift using final fix compared to DR position IAW ship’s NAVBILL for the duration of a watch,Rating Specific Task,No,A-061-0070,QM A (BL 0),A-School,SWSC,CTTL,Calculate set and drift,Knowledge/Performance Test,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A
PQ30-025,QM,E4,A,Navigation Specialist,Navigation,NAVEDTRA 43492 (329 - QuarterM of The Watch (QMOW)),7/1/2020,300 Series PQS Watch Station,Determine the following visibility of lights used as aids to navigation:  nominal range; luminous range; geographic range; horizon distance; computed range; & computed visibility,Rating Specific Task,No,A-061-0070,QM A (BL 0),A-School,SWSC,CTTL,Determine the following visibility of lights used as aids to navigation:  nominal range; luminous range; geographic range; horizon distance; computed range; & computed visibility,Knowledge/Performance Test,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A
PQ30-026,QM,E4,A,Navigation Specialist,Navigation,NAVEDTRA 43492 (329 - QuarterM of The Watch (QMOW)),7/1/2020,300 Series PQS Watch Station,Determine when a change in weather or the visibility decreases to less than the distance specified in the CO’s Standing Orders; Make log entries as required,Rating Specific Task,No,A-061-0300,QM J,C-School,SWSC,CTTL,"Interpret the commanding officer's (CO’s)orders, compute visibility of light; perform weather observations and reporting procedures",Knowledge/Performance Test,Time Gap,Course Revision,Navigation - Maritime,Video,xAPI/Captivate/ VSIM,ALL,Year 6,2,220:01:00,220,,Add to current Journeyman Course
