PART I,,,,,,,,,,PART II,,,,,,,,,,,
Rating,Rank,Level (A/J/M),Billet Title,Functional Area,Source,Date of Source,Work Element Type,Work Element (Task),Task Applicability,Formal Training Gap,CIN,Course Name,Course Type (A/C/G/F/T),Curriculum Control Authority (CCA),Life-Cycle Control Document,CTTL/PPP/TCCD Statement,Current Assessment Approach,NEC Refresher Training Selection,Journeyman,Master,Notes
ALL,E4,A,Advanced Damage Control,Damage Control,"NAVEDTRA 43119-M, Damage Control (DC) (307 - Advanced Damage Control)",03/02/2018,300 Series PQS Watch Station,Respond to progressive crack/split seam,All Sailor Task (ships),Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,Pending validation and GFI
ALL,E4,A,Advanced Damage Control,Damage Control,"NAVEDTRA 43119-M, Damage Control (DC) (307 - Advanced Damage Control)",03/02/2018,300 Series PQS Watch Station,Respond to shoring collapses,All Sailor Task (ships),Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,Pending validation and GFI
ALL,E4,A,Advanced Damage Control,Damage Control,"NAVEDTRA 43119-M, Damage Control (DC) (307 - Advanced Damage Control)",03/02/2018,300 Series PQS Watch Station,Respond to loss of firemain,All Sailor Task (ships),Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,Pending validation and GFI
ALL,E4,A,Advanced Damage Control,Damage Control,"NAVEDTRA 43119-M, Damage Control (DC) (307 - Advanced Damage Control)",03/02/2018,300 Series PQS Watch Station,Respond to loss of electrical power,All Sailor Task (ships),Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,Pending validation and GFI
ALL,E4,A,Advanced Damage Control,Damage Control,"NAVEDTRA 43119-M, Damage Control (DC) (307 - Advanced Damage Control)",03/02/2018,300 Series PQS Watch Station,Respond to OOC/inoperative fitting,All Sailor Task (ships),Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,Pending validation and GFI
ALL,E4,A,Team Leader,Damage Control,"NAVEDTRA 43119-M, Damage Control (DC) (308 - Team Leader)",03/02/2018,300 Series PQS Watch Station,Coordinate efforts of Attack Team using the thermal imager IAW NSTM 555,All Sailor Task (ships),No,J-495-0419,Advanced Shipboard Firefighting,F-School,SWSC,TCCD,Discuss damage control communications,"Knowledge/Performance Test, Oral Board/Test",,,,N/A
ALL,E4,A,Team Leader,Damage Control,"NAVEDTRA 43119-M, Damage Control (DC) (308 - Team Leader)",03/02/2018,300 Series PQS Watch Station,Lead efforts of Attack Team while accessing from above IAW NSTM 555,All Sailor Task (ships),Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,Pending validation and GFI
ALL,E4,A,Team Leader,Damage Control,"NAVEDTRA 43119-M, Damage Control (DC) (308 - Team Leader)",03/02/2018,300 Series PQS Watch Station,Lead efforts of Attack Team in an indirect attack IAW NSTM 555,All Sailor Task (ships),Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,Pending validation and GFI
ALL,E4,A,Team Leader,Damage Control,"NAVEDTRA 43119-M, Damage Control (DC) (308 - Team Leader)",03/02/2018,300 Series PQS Watch Station,Coordinate efforts to overhaul a Class A fire IAW NSTM 555,All Sailor Task (ships),No,J-495-0419,Advanced Shipboard Firefighting,F-School,SWSC,TCCD,"Combat class alpha, bravo, Charlie, and delta fires while performing as the inport fire/rescue and assistance team","Knowledge/Performance Test, Oral Board/Test",,,,N/A
ALL,E4,A,Team Leader,Damage Control,"NAVEDTRA 43119-M, Damage Control (DC) (308 - Team Leader)",03/02/2018,300 Series PQS Watch Station,Coordinate efforts to overhaul a Class B fire IAW NSTM 555,All Sailor Task (ships),No,J-495-0419,Advanced Shipboard Firefighting,F-School,SWSC,TCCD,"Combat class alpha, bravo, Charlie, and delta fires while performing as the inport fire/rescue and assistance team","Knowledge/Performance Test, Oral Board/Test",,,,N/A
ALL,E4,A,Team Leader,Damage Control,"NAVEDTRA 43119-M, Damage Control (DC) (308 - Team Leader)",03/02/2018,300 Series PQS Watch Station,Coordinate efforts to overhaul a Class C fire IAW NSTM 555,All Sailor Task (ships),No,J-495-0419,Advanced Shipboard Firefighting,F-School,SWSC,TCCD,"Combat class alpha, bravo, Charlie, and delta fires while performing as the inport fire/rescue and assistance team","Knowledge/Performance Test, Oral Board/Test",,,,N/A
ALL,E4,A,Team Leader,Damage Control,"NAVEDTRA 43119-M, Damage Control (DC) (308 - Team Leader)",03/02/2018,300 Series PQS Watch Station,Coordinate efforts to overhaul a Class D fire  IAW NSTM 555,All Sailor Task (ships),No,J-495-0419,Advanced Shipboard Firefighting,F-School,SWSC,TCCD,"Combat class alpha, bravo, Charlie, and delta fires while performing as the inport fire/rescue and assistance team","Knowledge/Performance Test, Oral Board/Test",,,,N/A
ALL,E4,A,Team Leader,Damage Control,"NAVEDTRA 43119-M, Damage Control (DC) (308 - Team Leader)",03/02/2018,300 Series PQS Watch Station,Coordinate efforts to overhaul a machinery space fire IAW NSTM 555,All Sailor Task (ships),No,J-495-0419,Advanced Shipboard Firefighting,F-School,SWSC,TCCD,Utilize main space fire doctrine (MSFD) to combat a main machinery space fire,"Knowledge/Performance Test, Oral Board/Test",,,,N/A
ALL,E4,A,Team Leader,Damage Control,"NAVEDTRA 43119-M, Damage Control (DC) (308 - Team Leader)",03/02/2018,300 Series PQS Watch Station,Coordinate efforts to overhaul a special scenario fire IAW NSTM 555,All Sailor Task (ships),No,J-495-0419,Advanced Shipboard Firefighting,F-School,SWSC,TCCD,Implement fire fighting tactics and methods of attack in mass conflagration,"Knowledge/Performance Test, Oral Board/Test",,,,N/A
ALL,E4,A,Team Leader,Damage Control,"NAVEDTRA 43119-M, Damage Control (DC) (308 - Team Leader)",03/02/2018,300 Series PQS Watch Station,Report status of Attack Team progress to Scene Leader IAW NSTM 555,All Sailor Task (ships),No,J-495-0419,Advanced Shipboard Firefighting,F-School,SWSC,TCCD,Discuss damage control communications,"Knowledge/Performance Test, Oral Board/Test",,,,N/A
ALL,E4,A,Team Leader,Damage Control,"NAVEDTRA 43119-M, Damage Control (DC) (308 - Team Leader)",03/02/2018,300 Series PQS Watch Station,Determine damage in affected space and make reports to Scene Leader IAW NSTM 555,All Sailor Task (ships),No,J-495-0419,Advanced Shipboard Firefighting,F-School,SWSC,TCCD,Discuss damage control communications,"Knowledge/Performance Test, Oral Board/Test",,,,N/A
ALL,E4,A,Team Leader,Damage Control,"NAVEDTRA 43119-M, Damage Control (DC) (308 - Team Leader)",03/02/2018,300 Series PQS Watch Station,Direct evacuation of the Attack Team IAW NSTM 555,All Sailor Task (ships),No,J-495-0419,Advanced Shipboard Firefighting,F-School,SWSC,TCCD,Discuss damage control communications,"Knowledge/Performance Test, Oral Board/Test",,,,N/A
ALL,E4,A,Team Leader,Damage Control,"NAVEDTRA 43119-M, Damage Control (DC) (308 - Team Leader)",03/02/2018,300 Series PQS Watch Station,Assist in the employment of heat management techniques IAW NSTM 555,All Sailor Task (ships),Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,Pending validation and GFI
ALL,E4,A,Team Leader,Damage Control,"NAVEDTRA 43119-M, Damage Control (DC) (308 - Team Leader)",03/02/2018,300 Series PQS Watch Station,Lead efforts of Attack Team in fog attack IAW NSTM 555,All Sailor Task (ships),No,J-495-0419,Advanced Shipboard Firefighting,F-School,SWSC,TCCD,Implement fog attack fire fighting procedures,"Knowledge/Performance Test, Oral Board/Test",,,,N/A
ALL,E4,A,Team Leader,Damage Control,"NAVEDTRA 43119-M, Damage Control (DC) (308 - Team Leader)",03/02/2018,300 Series PQS Watch Station,Lead efforts to control/combat a fire in a CBR contaminated environment IAW NSTM 555,All Sailor Task (ships),No,J-495-0419,Advanced Shipboard Firefighting,F-School,SWSC,TCCD,Implement fire fighting tactics and methods of attack in mass conflagration,"Knowledge/Performance Test, Oral Board/Test",,,,N/A
ALL,E4,A,Team Leader,Damage Control,"NAVEDTRA 43119-M, Damage Control (DC) (308 - Team Leader)",03/02/2018,300 Series PQS Watch Station,Lead efforts of the Attack Team in controlling/extinguishing a fire involving a weapon IAW NSTM 555,All Sailor Task (ships),No,J-495-0419,Advanced Shipboard Firefighting,F-School,SWSC,TCCD,Implement fire fighting tactics and methods of attack in mass conflagration,"Knowledge/Performance Test, Oral Board/Test",,,,N/A
ALL,E4,A,Team Leader,Damage Control,"NAVEDTRA 43119-M, Damage Control (DC) (308 - Team Leader)",03/02/2018,300 Series PQS Watch Station,Lead efforts of the Attack Team to combat a ventilation system fire IAW NSTM 555,All Sailor Task (ships),Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,Pending validation and GFI
ALL,E4,A,Team Leader,Damage Control,"NAVEDTRA 43119-M, Damage Control (DC) (308 - Team Leader)",03/02/2018,300 Series PQS Watch Station,Demonstrate the ability to desmoke a space adjacent to the weather deck by using a vari-nozzle IAW NSTM 555,All Sailor Task (ships),No,J-495-0419,Advanced Shipboard Firefighting,F-School,SWSC,TCCD,Demonstrate active and post fire desmoking,"Knowledge/Performance Test, Oral Board/Test",,,,N/A
ALL,E4,A,Team Leader,Damage Control,"NAVEDTRA 43119-M, Damage Control (DC) (308 - Team Leader)",03/02/2018,300 Series PQS Watch Station,Lead efforts of Attack Team during vertical trunk access IAW NSTM 555,All Sailor Task (ships),Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,Pending validation and GFI
ALL,E4,A,Team Leader,Damage Control,"NAVEDTRA 43119-M, Damage Control (DC) (308 - Team Leader)",03/02/2018,300 Series PQS Watch Station,Assist in the employment of active desmoking procedures IAW NSTM 555,All Sailor Task (ships),Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,Pending validation and GFI
ALL,E4,A,Team Leader,Damage Control,"NAVEDTRA 43119-M, Damage Control (DC) (308 - Team Leader)",03/02/2018,300 Series PQS Watch Station,Lead efforts of Attack Team through a main/auxiliary escape trunk utilizing LSS IAW NSTM 555,All Sailor Task (ships),Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,Pending validation and GFI
ALL,E4,A,Team Leader,Damage Control,"NAVEDTRA 43119-M, Damage Control (DC) (308 - Team Leader)",03/02/2018,300 Series PQS Watch Station,Lead a coordinated/integrated hose team in combating fire IAW NSTM 555/S0570-AC-CCM-010-8010,All Sailor Task (ships),Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,Pending validation and GFI
ALL,E4,A,Team Leader,Damage Control,"NAVEDTRA 43119-M, Damage Control (DC) (308 - Team Leader)",03/02/2018,300 Series PQS Watch Station,Respond to ruptured hose in the fire-affected space,All Sailor Task (ships),No,J-495-0419,Advanced Shipboard Firefighting,F-School,SWSC,TCCD,Describe the principles and procedures involved with the portable exothermic cutting unit (PECU),"Knowledge/Performance Test, Oral Board/Test",,,,N/A
ALL,E4,A,Team Leader,Damage Control,"NAVEDTRA 43119-M, Damage Control (DC) (308 - Team Leader)",03/02/2018,300 Series PQS Watch Station,Respond to loss of one or more attack team members while combating the fire,All Sailor Task (ships),Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,Pending validation and GFI
ALL,E4,A,Team Leader,Damage Control,"NAVEDTRA 43119-M, Damage Control (DC) (308 - Team Leader)",03/02/2018,300 Series PQS Watch Station,Respond to fire out of control,All Sailor Task (ships),Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,Pending validation and GFI
ALL,E4,A,Team Leader,Damage Control,"NAVEDTRA 43119-M, Damage Control (DC) (308 - Team Leader)",03/02/2018,300 Series PQS Watch Station,Respond to reflash of fire,All Sailor Task (ships),Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,Pending validation and GFI
ALL,E4,A,"Advanced Chemical, Biological, and Radiological (CBR) Defense Person",Damage Control,"NAVEDTRA 43119-M, Damage Control (DC) (309 - Advanced Chemical, Biological, and Radiological [CBR] Defense Person)",03/02/2018,300 Series PQS Watch Station,Inventory DECON equipment IAW AEL,All Sailor Task (ships),Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,Pending validation and GFI
ALL,E4,A,"Advanced Chemical, Biological, and Radiological (CBR) Defense Person",Damage Control,"NAVEDTRA 43119-M, Damage Control (DC) (309 - Advanced Chemical, Biological, and Radiological [CBR] Defense Person)",03/02/2018,300 Series PQS Watch Station,Decontaminate external area IAW NSTM 470,All Sailor Task (ships),Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,Pending validation and GFI
ALL,E4,A,"Advanced Chemical, Biological, and Radiological (CBR) Defense Person",Damage Control,"NAVEDTRA 43119-M, Damage Control (DC) (309 - Advanced Chemical, Biological, and Radiological [CBR] Defense Person)",03/02/2018,300 Series PQS Watch Station,Decontaminate internal area IAW NSTM 470,All Sailor Task (ships),Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,Pending validation and GFI
ALL,E4,A,"Advanced Chemical, Biological, and Radiological (CBR) Defense Person",Damage Control,"NAVEDTRA 43119-M, Damage Control (DC) (309 - Advanced Chemical, Biological, and Radiological [CBR] Defense Person)",03/02/2018,300 Series PQS Watch Station,Process personnel casualties through a CCA/DECON station IAW NSTM 470,All Sailor Task (ships),Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,Pending validation and GFI
ALL,E4,A,"Advanced Chemical, Biological, and Radiological (CBR) Defense Person",Damage Control,"NAVEDTRA 43119-M, Damage Control (DC) (309 - Advanced Chemical, Biological, and Radiological [CBR] Defense Person)",03/02/2018,300 Series PQS Watch Station,Process personnel casualties through a CTA/CPS casualty DECON station IAW NSTM 470,All Sailor Task (ships),Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,Pending validation and GFI
ALL,E4,A,"Advanced Chemical, Biological, and Radiological (CBR) Defense Person",Damage Control,"NAVEDTRA 43119-M, Damage Control (DC) (309 - Advanced Chemical, Biological, and Radiological [CBR] Defense Person)",03/02/2018,300 Series PQS Watch Station,Properly dispose and/or decontaminate DECON equipment IAW NSTM 470,All Sailor Task (ships),Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,Pending validation and GFI
ALL,E4,A,"Advanced Chemical, Biological, and Radiological (CBR) Defense Person",Damage Control,"NAVEDTRA 43119-M, Damage Control (DC) (309 - Advanced Chemical, Biological, and Radiological [CBR] Defense Person)",03/02/2018,300 Series PQS Watch Station,"Test, operate, and conduct on-station monitoring and internal/ external survey for radiological contamination using multi-function RADIAC IAW NSTM 070",All Sailor Task (ships),Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,Pending validation and GFI
ALL,E4,A,"Advanced Chemical, Biological, and Radiological (CBR) Defense Person",Damage Control,"NAVEDTRA 43119-M, Damage Control (DC) (309 - Advanced Chemical, Biological, and Radiological [CBR] Defense Person)",03/02/2018,300 Series PQS Watch Station,Conduct on-station monitoring and internal survey for chemical agents and report results using the M/256 (series) chemical detection training kit IAW RPM,All Sailor Task (ships),Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,Pending validation and GFI
ALL,E4,A,"Advanced Chemical, Biological, and Radiological (CBR) Defense Person",Damage Control,"NAVEDTRA 43119-M, Damage Control (DC) (309 - Advanced Chemical, Biological, and Radiological [CBR] Defense Person)",03/02/2018,300 Series PQS Watch Station,"Post, read, and report results of M8 and M9 paper IAW RPM",All Sailor Task (ships),Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,Pending validation and GFI
ALL,E4,A,"Advanced Chemical, Biological, and Radiological (CBR) Defense Person",Damage Control,"NAVEDTRA 43119-M, Damage Control (DC) (309 - Advanced Chemical, Biological, and Radiological [CBR] Defense Person)",03/02/2018,300 Series PQS Watch Station,"Conduct on-station monitoring for chemical agents (M-256 (series), IPDS, IPDS-LR) IAW NSTM 470",All Sailor Task (ships),Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,Pending validation and GFI
ALL,E4,A,"Advanced Chemical, Biological, and Radiological (CBR) Defense Person",Damage Control,"NAVEDTRA 43119-M, Damage Control (DC) (309 - Advanced Chemical, Biological, and Radiological [CBR] Defense Person)",03/02/2018,300 Series PQS Watch Station,Conduct rapid and detailed internal and external chemical surveys using M8/ M9 (simulated) paper and a M256 (series) chemical detection training kit IAW RPM,All Sailor Task (ships),Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,Pending validation and GFI
ALL,E4,A,"Advanced Chemical, Biological, and Radiological (CBR) Defense Person",Damage Control,"NAVEDTRA 43119-M, Damage Control (DC) (309 - Advanced Chemical, Biological, and Radiological [CBR] Defense Person)",03/02/2018,300 Series PQS Watch Station,Conduct rapid and detailed radiological internal/external surveys (MFR) IAW NSTM 070,All Sailor Task (ships),Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,Pending validation and GFI
ALL,E4,A,"Advanced Chemical, Biological, and Radiological (CBR) Defense Person",Damage Control,"NAVEDTRA 43119-M, Damage Control (DC) (309 - Advanced Chemical, Biological, and Radiological [CBR] Defense Person)",03/02/2018,300 Series PQS Watch Station,Collect biological sample using the DFU IAW NSTM 470,All Sailor Task (ships),Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,Pending validation and GFI
ALL,E4,A,"Advanced Chemical, Biological, and Radiological (CBR) Defense Person",Damage Control,"NAVEDTRA 43119-M, Damage Control (DC) (309 - Advanced Chemical, Biological, and Radiological [CBR] Defense Person)",03/02/2018,300 Series PQS Watch Station,Collect biological sample using the JBPDS IAW NSTM 470,All Sailor Task (ships),Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,Pending validation and GFI
ALL,E4,A,"Advanced Chemical, Biological, and Radiological (CBR) Defense Person",Damage Control,"NAVEDTRA 43119-M, Damage Control (DC) (309 - Advanced Chemical, Biological, and Radiological [CBR] Defense Person)",03/02/2018,300 Series PQS Watch Station,Collect suspected surface biological sample for presumptive test using biological response kit IAW NSTM 470,All Sailor Task (ships),Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,Pending validation and GFI
ALL,E4,A,"Advanced Chemical, Biological, and Radiological (CBR) Defense Person",Damage Control,"NAVEDTRA 43119-M, Damage Control (DC) (309 - Advanced Chemical, Biological, and Radiological [CBR] Defense Person)",03/02/2018,300 Series PQS Watch Station,Package presumptive positive biological sample for delivery/ shipment to confirmatory lab IAW NSTM 470,All Sailor Task (ships),Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,Pending validation and GFI
ALL,E4,A,"Advanced Chemical, Biological, and Radiological (CBR) Defense Person",Damage Control,"NAVEDTRA 43119-M, Damage Control (DC) (309 - Advanced Chemical, Biological, and Radiological [CBR] Defense Person)",03/02/2018,300 Series PQS Watch Station,"Isolate, mark, record, and report contaminated areas IAW NSTM 470",All Sailor Task (ships),Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,Pending validation and GFI
ALL,E4,A,"Advanced Chemical, Biological, and Radiological (CBR) Defense Person",Damage Control,"NAVEDTRA 43119-M, Damage Control (DC) (309 - Advanced Chemical, Biological, and Radiological [CBR] Defense Person)",03/02/2018,300 Series PQS Watch Station,Setup a DECON station IAW RPM,All Sailor Task (ships),Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,Pending validation and GFI
ALL,E4,A,"Advanced Chemical, Biological, and Radiological (CBR) Defense Person",Damage Control,"NAVEDTRA 43119-M, Damage Control (DC) (309 - Advanced Chemical, Biological, and Radiological [CBR] Defense Person)",03/02/2018,300 Series PQS Watch Station,Test/operate DECON showers/hand held nozzles IAW RPM,All Sailor Task (ships),Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,Pending validation and GFI
ALL,E4,A,"Advanced Chemical, Biological, and Radiological (CBR) Defense Person",Damage Control,"NAVEDTRA 43119-M, Damage Control (DC) (309 - Advanced Chemical, Biological, and Radiological [CBR] Defense Person)",03/02/2018,300 Series PQS Watch Station,"Demonstrate personnel routes to a DECON/casualty DECON station, CTA, casualty collection station IAW RPM",All Sailor Task (ships),Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,Pending validation and GFI
ALL,E4,A,"Advanced Chemical, Biological, and Radiological (CBR) Defense Person",Damage Control,"NAVEDTRA 43119-M, Damage Control (DC) (309 - Advanced Chemical, Biological, and Radiological [CBR] Defense Person)",03/02/2018,300 Series PQS Watch Station,Perform radiation background readings in DECON station IAW RPM,All Sailor Task (ships),Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,Pending validation and GFI
ALL,E4,A,"Advanced Chemical, Biological, and Radiological (CBR) Defense Person",Damage Control,"NAVEDTRA 43119-M, Damage Control (DC) (309 - Advanced Chemical, Biological, and Radiological [CBR] Defense Person)",03/02/2018,300 Series PQS Watch Station,Read the IM-270 dosimeter and record the reading in the IM-270 Log IAW NTTP 3-20.31,All Sailor Task (ships),Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,Pending validation and GFI
ALL,E4,A,"Advanced Chemical, Biological, and Radiological (CBR) Defense Person",Damage Control,"NAVEDTRA 43119-M, Damage Control (DC) (309 - Advanced Chemical, Biological, and Radiological [CBR] Defense Person)",03/02/2018,300 Series PQS Watch Station,Decontaminate and secure a DECON station and CCA/CTA during recovery phase IAW RPM,All Sailor Task (ships),Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,Pending validation and GFI
ALL,E4,A,"Advanced Chemical, Biological, and Radiological (CBR) Defense Person",Damage Control,"NAVEDTRA 43119-M, Damage Control (DC) (309 - Advanced Chemical, Biological, and Radiological [CBR] Defense Person)",03/02/2018,300 Series PQS Watch Station,Demonstrate gross DECON procedures prior to CCA/CTA entry IAW RPM,All Sailor Task (ships),Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,Pending validation and GFI
ALL,E4,A,"Advanced Chemical, Biological, and Radiological (CBR) Defense Person",Damage Control,"NAVEDTRA 43119-M, Damage Control (DC) (309 - Advanced Chemical, Biological, and Radiological [CBR] Defense Person)",03/02/2018,300 Series PQS Watch Station,Remove protective clothing from contaminated personnel IAW NSTM 470,All Sailor Task (ships),Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,Pending validation and GFI
ALL,E4,A,"Advanced Chemical, Biological, and Radiological (CBR) Defense Person",Damage Control,"NAVEDTRA 43119-M, Damage Control (DC) (309 - Advanced Chemical, Biological, and Radiological [CBR] Defense Person)",03/02/2018,300 Series PQS Watch Station,Properly dispose of contaminated clothing/equipment IAW NSTM 470,All Sailor Task (ships),Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,Pending validation and GFI
ALL,E4,A,"Advanced Chemical, Biological, and Radiological (CBR) Defense Person",Damage Control,"NAVEDTRA 43119-M, Damage Control (DC) (309 - Advanced Chemical, Biological, and Radiological [CBR] Defense Person)",03/02/2018,300 Series PQS Watch Station,Maintain a disposition record of personnel exiting a DECON station IAW RPM,All Sailor Task (ships),Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,Pending validation and GFI
ALL,E4,A,"Advanced Chemical, Biological, and Radiological (CBR) Defense Person",Damage Control,"NAVEDTRA 43119-M, Damage Control (DC) (309 - Advanced Chemical, Biological, and Radiological [CBR] Defense Person)",03/02/2018,300 Series PQS Watch Station,Control traffic through a DECON station IAW RPM,All Sailor Task (ships),Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,Pending validation and GFI
ALL,E4,A,"Advanced Chemical, Biological, and Radiological (CBR) Defense Person",Damage Control,"NAVEDTRA 43119-M, Damage Control (DC) (309 - Advanced Chemical, Biological, and Radiological [CBR] Defense Person)",03/02/2018,300 Series PQS Watch Station,Demonstrate proper procedures when detecting radiation on personnel using MFR IAW NSTM 070,All Sailor Task (ships),Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,Pending validation and GFI
ALL,E4,A,"Advanced Chemical, Biological, and Radiological (CBR) Defense Person",Damage Control,"NAVEDTRA 43119-M, Damage Control (DC) (309 - Advanced Chemical, Biological, and Radiological [CBR] Defense Person)",03/02/2018,300 Series PQS Watch Station,Test for phosgene gas using the Draeger pump and Draeger detector tubes IAW NSTM 470,All Sailor Task (ships),Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,Pending validation and GFI
ALL,E4,A,"Advanced Chemical, Biological, and Radiological (CBR) Defense Person",Damage Control,"NAVEDTRA 43119-M, Damage Control (DC) (309 - Advanced Chemical, Biological, and Radiological [CBR] Defense Person)",03/02/2018,300 Series PQS Watch Station,Respond to malfunctioning or contaminated RADIAC,All Sailor Task (ships),Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,Pending validation and GFI
ALL,E4,A,"Advanced Chemical, Biological, and Radiological (CBR) Defense Person",Damage Control,"NAVEDTRA 43119-M, Damage Control (DC) (309 - Advanced Chemical, Biological, and Radiological [CBR] Defense Person)",03/02/2018,300 Series PQS Watch Station,Respond to loss of CPS zone pressure ,All Sailor Task (ships),Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,Pending validation and GFI
ALL,E4,A,"Advanced Chemical, Biological, and Radiological (CBR) Defense Person",Damage Control,"NAVEDTRA 43119-M, Damage Control (DC) (309 - Advanced Chemical, Biological, and Radiological [CBR] Defense Person)",03/02/2018,300 Series PQS Watch Station,Respond to over-pressurization of CPS zone  ,All Sailor Task (ships),Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,Pending validation and GFI
ALL,E4,A,"Advanced Chemical, Biological, and Radiological (CBR) Defense Person",Damage Control,"NAVEDTRA 43119-M, Damage Control (DC) (309 - Advanced Chemical, Biological, and Radiological [CBR] Defense Person)",03/02/2018,300 Series PQS Watch Station,Respond to low CPS zone pressure IAW NSTM 470  ,All Sailor Task (ships),Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,Pending validation and GFI
ALL,E4,A,"Advanced Chemical, Biological, and Radiological (CBR) Defense Person",Damage Control,"NAVEDTRA 43119-M, Damage Control (DC) (309 - Advanced Chemical, Biological, and Radiological [CBR] Defense Person)",03/02/2018,300 Series PQS Watch Station,Respond to contaminated personnel casualty  ,All Sailor Task (ships),Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,Pending validation and GFI
ALL,E4,A,"Advanced Chemical, Biological, and Radiological (CBR) Defense Person",Damage Control,"NAVEDTRA 43119-M, Damage Control (DC) (309 - Advanced Chemical, Biological, and Radiological [CBR] Defense Person)",03/02/2018,300 Series PQS Watch Station,Respond to contaminated DECON station  ,All Sailor Task (ships),Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,Pending validation and GFI
ALL,E4,A,"Advanced Chemical, Biological, and Radiological (CBR) Defense Person",Damage Control,"NAVEDTRA 43119-M, Damage Control (DC) (309 - Advanced Chemical, Biological, and Radiological [CBR] Defense Person)",03/02/2018,300 Series PQS Watch Station,Respond to loss of CPS zone pressure in CBR environment ,All Sailor Task (ships),Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,Pending validation and GFI
ALL,E4,A,"Advanced Chemical, Biological, and Radiological (CBR) Defense Person",Damage Control,"NAVEDTRA 43119-M, Damage Control (DC) (309 - Advanced Chemical, Biological, and Radiological [CBR] Defense Person)",03/02/2018,300 Series PQS Watch Station,Respond to pressure boosting CPS zone,All Sailor Task (ships),Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,Pending validation and GFI
ALL,E4,A,Advanced First Aid/Stretcher Bearer,Damage Control,"NAVEDTRA 43119-M, Damage Control (DC) (310 - Advanced First Aid/Stretcher Bearer)",03/02/2018,300 Series PQS Watch Station,Identify the need for and demonstrate triage procedures IAW NAVEDTRA 14295B,All Sailor Task (ships),Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,Pending validation and GFI
